earthquake,earthquakeLabel,location
http://www.wikidata.org/entity/Q3538416,Terremoto de Guadalupe de 1843,Point(-62.2 16.5)
http://www.wikidata.org/entity/Q2663230,2009 Bhutan earthquake,Point(91.412 27.346)
http://www.wikidata.org/entity/Q2834857,1949 Tierra del Fuego earthquake,Point(-69.596 -53.923)
http://www.wikidata.org/entity/Q3067075,1960 Concepción earthquake,Point(-73.353 -37.824)
http://www.wikidata.org/entity/Q3535468,Q3535468,Point(100.991 -3.762)
http://www.wikidata.org/entity/Q3510566,1946 earthquake in Switzerland,Point(7.4 46.35)
http://www.wikidata.org/entity/Q3274126,2007 Kuril Islands earthquake,Point(154.075 46.48)
http://www.wikidata.org/entity/Q2470182,2008 Kyrgyzstan earthquake,Point(73.768 39.8483)
http://www.wikidata.org/entity/Q2548294,1843 Wanganui earthquake,Point(175.05 -39.93333333)
http://www.wikidata.org/entity/Q2441400,2001 Gujarat earthquake,Point(69.8 23.6)
http://www.wikidata.org/entity/Q2917519,1991 Racha earthquake,Point(43.673 42.453)
http://www.wikidata.org/entity/Q3510567,1928 Corinth earthquake,Point(23.0 38.0)
http://www.wikidata.org/entity/Q2889662,Q2889662,Point(-68.4 -28.65)
http://www.wikidata.org/entity/Q2720241,April 2009 Afghanistan earthquake,Point(70.1 34.2)
http://www.wikidata.org/entity/Q2882539,Granada earthquake of 25 December 1884,Point(-3.98333333 36.95)
http://www.wikidata.org/entity/Q2607760,2008 Iceland earthquake,Point(-21.014 63.992)
http://www.wikidata.org/entity/Q3161000,1968 Casiguran earthquake,Point(122.2 16.5)
http://www.wikidata.org/entity/Q3305198,1905 Calabria earthquake,Point(16.07 38.67)
http://www.wikidata.org/entity/Q2483366,1692 Verviers earthquake,Point(5.865833333 50.617222222)
http://www.wikidata.org/entity/Q3138183,1964 Niigata earthquake,Point(139.22 38.37)
http://www.wikidata.org/entity/Q3240757,1985 Santiago jimin,Point(-72.04 -33.24)
http://www.wikidata.org/entity/Q3267638,May 2010 Northern Sumatra earthquake,Point(96.055 3.775)
http://www.wikidata.org/entity/Q3510578,2006 Tonga earthquake,Point(-175.2 -21.133)
http://www.wikidata.org/entity/Q2625364,2001 southern Peru earthquake,Point(-73.64 -16.26)
http://www.wikidata.org/entity/Q2436689,2005 Miyagi earthquake,Point(142.04 38.28)
http://www.wikidata.org/entity/Q2711484,2001 El Salvador earthquake,Point(-88.96 13.6)
http://www.wikidata.org/entity/Q2737564,Q2737564,Point(122.771 -4.586)
http://www.wikidata.org/entity/Q3510586,1994 Paez river earthquake,Point(-75.68 2.46)
http://www.wikidata.org/entity/Q3135641,Hilina Slump,Point(-155.164 19.2708)
http://www.wikidata.org/entity/Q3504562,1982 North Yemen earthquake,Point(44.38 14.7)
http://www.wikidata.org/entity/Q3497601,2003 Colima earthquake,Point(-104.22 18.6)
http://www.wikidata.org/entity/Q2618441,1880 Zagreb earthquake,Point(16.1 45.9)
http://www.wikidata.org/entity/Q3231610,2009 Shizuoka earthquake,Point(138.276 34.778)
http://www.wikidata.org/entity/Q2910218,Galilee earthquake of 1837,Point(35.616666666 33.0)
http://www.wikidata.org/entity/Q3373971,1570 Ferrara earthquake,Point(11.633 44.817)
http://www.wikidata.org/entity/Q2786844,1904 earthquake near Oslofjord,Point(11.01791 58.88904)
http://www.wikidata.org/entity/Q2988306,1088 Tmogvi earthquake,Point(44.0 41.23)
http://www.wikidata.org/entity/Q3299278,2009 Costa Rica earthquake,Point(-84.159 10.197)
http://www.wikidata.org/entity/Q2920370,The Seventh Earthquake,Point(35.5 32.0)
http://www.wikidata.org/entity/Q3506205,2003 Bingöl earthquake,Point(40.464 39.007)
http://www.wikidata.org/entity/Q3271307,1957 Andreanof Islands earthquake,Point(-175.167 51.8333)
http://www.wikidata.org/entity/Q2483366,1692 Verviers earthquake,Point(5.825 50.61)
http://www.wikidata.org/entity/Q3545134,1959 Hebgen Lake earthquake,Point(-111.335 44.863)
http://www.wikidata.org/entity/Q3510571,1969 Portugal earthquake,Point(-10.613 36.033)
http://www.wikidata.org/entity/Q3236011,1941 Van-Erciş earthquake,Point(43.3 39.5)
http://www.wikidata.org/entity/Q2915436,1927 earthquake in Palestine,Point(35.4 31.6)
http://www.wikidata.org/entity/Q3076692,1949 Khait earthquake,Point(70.8 39.2)
http://www.wikidata.org/entity/Q3492593,1934 Bihar earthquake,Point(87.09 27.55)
http://www.wikidata.org/entity/Q3181468,1938 Banda Sea earthquake,Point(130.5 -5.25)
http://www.wikidata.org/entity/Q2835945,1997 Cariaco earthquake,Point(-63.486 10.598)
http://www.wikidata.org/entity/Q2885880,1990 Luzon earthquake,Point(121.2 15.7)
http://www.wikidata.org/entity/Q2880031,1970 Colombia earthquake,Point(-72.532 -1.597)
http://www.wikidata.org/entity/Q3271607,1868 Arica earthquake,Point(-70.35 -18.516666666)
http://www.wikidata.org/entity/Q3444725,2002 Dudley earthquake,Point(-2.16 52.53)
http://www.wikidata.org/entity/Q3510577,2001 Nisqually earthquake,Point(-122.73 47.15)
http://www.wikidata.org/entity/Q3269680,1989 Malawi earthquake,Point(34.42 -13.702)
http://www.wikidata.org/entity/Q2680935,Q2680935,Point(128.68 25.91833333)
http://www.wikidata.org/entity/Q3368167,1976 Songpan-Pingwu earthquake,Point(104.2 32.69)
http://www.wikidata.org/entity/Q2706283,1693 Sicily earthquake,Point(15.013055555 37.14)
http://www.wikidata.org/entity/Q2477966,2011 Peru earthquake,Point(-74.506 -7.644)
http://www.wikidata.org/entity/Q2635501,Kamchatka earthquakes,Point(159.5 52.75)
http://www.wikidata.org/entity/Q2557070,1975 Haicheng earthquake,Point(122.75 40.85)
http://www.wikidata.org/entity/Q2801192,June 2011 Christchurch earthquake,Point(172.74 -43.57)
http://www.wikidata.org/entity/Q2609430,1997 Umbria and Marche earthquake,Point(12.812 43.084)
http://www.wikidata.org/entity/Q3133143,1998 Papua New Guinea earthquake,Point(141.92 -2.96)
http://www.wikidata.org/entity/Q3505185,1979 Montenegro earthquake,Point(18.98 41.98)
http://www.wikidata.org/entity/Q2557070,1975 Haicheng earthquake,Point(122.68 40.66)
http://www.wikidata.org/entity/Q3270942,1968 Illinois earthquake,Point(-88.48 37.95)
http://www.wikidata.org/entity/Q3505891,1944 San Juan Earthquake,Point(-68.5261 -31.5342)
http://www.wikidata.org/entity/Q2657360,2011 Goch earthquake,Point(6.025 51.683)
http://www.wikidata.org/entity/Q2666975,1995 Neftegorsk earthquake,Point(142.827 52.629)
http://www.wikidata.org/entity/Q3311679,1939 Chillán earthquake,Point(-72.2 -36.2)
http://www.wikidata.org/entity/Q2877472,1531 Lisbon earthquake,Point(-8.0 39.0)
http://www.wikidata.org/entity/Q2702014,2012 Costa Rica earthquake,Point(-85.318 9.996)
http://www.wikidata.org/entity/Q2465597,Q2465597,Point(154.463 -6.112)
http://www.wikidata.org/entity/Q3510584,1875 Cúcuta earthquake,Point(-72.5 7.9)
http://www.wikidata.org/entity/Q2666377,January 2010 Solomon Islands earthquake,Point(157.307 -8.912)
http://www.wikidata.org/entity/Q3306615,1980 Azores Islands earthquake,Point(-27.78 38.81)
http://www.wikidata.org/entity/Q3501420,June 2012 Afghanistan earthquakes,Point(69.302 36.048)
http://www.wikidata.org/entity/Q2448998,2010 Hosseinabad earthquake,Point(59.15 28.38)
http://www.wikidata.org/entity/Q2658524,1940 Vrancea earthquake,Point(26.932 45.753)
http://www.wikidata.org/entity/Q2540715,1942 Wairarapa earthquakes,Point(175.868 -41.186)
http://www.wikidata.org/entity/Q2711484,2001 El Salvador earthquake,Point(-88.66 13.04)
http://www.wikidata.org/entity/Q3088738,2006 Hawaii earthquake,Point(-156.027 19.82)
http://www.wikidata.org/entity/Q3538414,Nardò earthquake of 1743,Point(18.049 40.246)
http://www.wikidata.org/entity/Q3430399,July 2010 Iran earthquake,Point(59.271 35.225)
http://www.wikidata.org/entity/Q4589546,1994 Liwa earthquake,Point(104.302 -4.967)
http://www.wikidata.org/entity/Q4563233,1933 Long Beach earthquake,Point(-118.0 33.63)
http://www.wikidata.org/entity/Q4585341,1989 Newcastle earthquake,Point(151.61 -32.95)
http://www.wikidata.org/entity/Q4577801,1977 San Juan earthquake,Point(-68.5261 -31.5342)
http://www.wikidata.org/entity/Q4576689,1975 Morris earthquake,Point(-96.1 45.5)
http://www.wikidata.org/entity/Q4583671,1987 Ecuador earthquakes,Point(-77.37 0.09)
http://www.wikidata.org/entity/Q4585870,1990 Bishop's Castle earthquake,Point(-3.03 52.43)
http://www.wikidata.org/entity/Q4580937,1983 Biga earthquake,Point(27.222 40.324)
http://www.wikidata.org/entity/Q4589576,1994 Mindoro earthquake,Point(121.087 13.5319)
http://www.wikidata.org/entity/Q4583886,1987 Santiago de Chuco earthquake,Point(-77.96 -8.25)
http://www.wikidata.org/entity/Q4577279,1976 Papua earthquake,Point(140.1 -4.52)
http://www.wikidata.org/entity/Q4576657,1975 Kinnaur earthquake,Point(78.43 32.46)
http://www.wikidata.org/entity/Q4564741,1940 New Hampshire earthquake,Point(-71.28 43.83)
http://www.wikidata.org/entity/Q4574105,1970 New Guinea earthquake,Point(145.47 -4.93)
http://www.wikidata.org/entity/Q4565742,1946 Hsinhua earthquake,Point(120.3 23.1)
http://www.wikidata.org/entity/Q4570416,1961 New South Wales earthquake,Point(150.004 -34.6)
http://www.wikidata.org/entity/Q4583210,1986 San Salvador earthquake,Point(-89.190280555 13.665830555)
http://www.wikidata.org/entity/Q4563595,1935 Helena earthquake,Point(-112.0 46.6)
http://www.wikidata.org/entity/Q4569626,1959 Hengchun earthquake,Point(121.3 21.7)
http://www.wikidata.org/entity/Q4581761,1984 Morgan Hill earthquake,Point(-121.7 37.32)
http://www.wikidata.org/entity/Q4576303,1974 Zhaotong earthquake,Point(104.015 28.243)
http://www.wikidata.org/entity/Q4572011,1965 Rat Islands earthquake,Point(178.55 51.29)
http://www.wikidata.org/entity/Q4567850,1953 Suva earthquake,Point(178.3 -18.2)
http://www.wikidata.org/entity/Q4567860,1953 Torud earthquake,Point(55.08 35.4)
http://www.wikidata.org/entity/Q4565830,1946 Varto-Hınıs earthquake,Point(41.2 39.3)
http://www.wikidata.org/entity/Q4572413,1966 Peru earthquake,Point(-78.7 -10.7)
http://www.wikidata.org/entity/Q4576105,1974 Izu Peninsula earthquake,Point(138.78 34.63)
http://www.wikidata.org/entity/Q4586911,1991 Kalabahi earthquakes,Point(124.681 -8.099)
http://www.wikidata.org/entity/Q4579209,1980 Oaxaca earthquake,Point(-98.24 18.21)
http://www.wikidata.org/entity/Q4587573,1992 Cape Mendocino earthquakes,Point(-124.23 40.33)
http://www.wikidata.org/entity/Q4565196,1943 Alahan Panjang earthquakes,Point(100.736 -0.827)
http://www.wikidata.org/entity/Q4586935,1991 Limon earthquake,Point(-83.073 9.685)
http://www.wikidata.org/entity/Q4581198,1983 Sea of Japan earthquake,Point(139.102 40.462)
http://www.wikidata.org/entity/Q4571985,1965 Olympia earthquake,Point(-122.3 47.4)
http://www.wikidata.org/entity/Q4583989,1987 Whittier Narrows earthquake,Point(-118.078 34.061)
http://www.wikidata.org/entity/Q4579858,1981 Irian Jaya earthquake,Point(139.23 -4.58)
http://www.wikidata.org/entity/Q4566264,1948 Litang earthquake,Point(100.423 30.166)
http://www.wikidata.org/entity/Q4566079,1947 Wisconsin earthquake,Point(-87.95 43.05)
http://www.wikidata.org/entity/Q4566242,1948 Desert Hot Springs earthquake,Point(-116.47 33.92)
http://www.wikidata.org/entity/Q4581663,1984 Dominican Republic earthquake,Point(-69.34 17.98)
http://www.wikidata.org/entity/Q4563196,1933 Baffin Bay earthquake,Point(-70.01 73.12)
http://www.wikidata.org/entity/Q4566597,1949 Olympia earthquake,Point(-122.7 47.1)
http://www.wikidata.org/entity/Q4563009,1932 Changma earthquake,Point(96.7 39.7)
http://www.wikidata.org/entity/Q4584675,1988 Saguenay earthquake,Point(-71.18 48.12)
http://www.wikidata.org/entity/Q4565060,1942 Guatemala earthquake,Point(-90.91 13.78)
http://www.wikidata.org/entity/Q4587542,1992 Big Bear earthquake,Point(-116.827 34.2)
http://www.wikidata.org/entity/Q4567734,1953 Concepción earthquake,Point(-72.866 -37.093)
http://www.wikidata.org/entity/Q4567459,1952 Hasankale earthquake,Point(41.7 39.9)
http://www.wikidata.org/entity/Q4589514,1994 East Java earthquake,Point(112.835 -10.477)
http://www.wikidata.org/entity/Q4582425,1985 Nahanni earthquakes,Point(-125.292 61.505)
http://www.wikidata.org/entity/Q4563661,1935 Timiskaming earthquake,Point(-79.0666 46.7833)
http://www.wikidata.org/entity/Q4588561,1993 Okushiri earthquake,Point(139.197 42.851)
http://www.wikidata.org/entity/Q4562858,1931 Oaxaca earthquake,Point(-96.8 16.1)
http://www.wikidata.org/entity/Q4580394,1982 El Salvador earthquake,Point(-89.387 13.332)
http://www.wikidata.org/entity/Q4582911,1986 Chalfant Valley earthquake,Point(-118.45 37.53)
http://www.wikidata.org/entity/Q4585486,1989 Ungava earthquake,Point(-73.6 60.12)
http://www.wikidata.org/entity/Q4568954,1957 Abant earthquake,Point(30.9 40.7)
http://www.wikidata.org/entity/Q4565102,1942 Niksar-Erbaa earthquake,Point(36.47 40.87)
http://www.wikidata.org/entity/Q4574199,1970 Tonghai earthquake,Point(102.49 24.12)
http://www.wikidata.org/entity/Q4568006,1954 Adelaide earthquake,Point(138.557 -35.03)
http://www.wikidata.org/entity/Q4562845,1931 Myitkyina earthquake,Point(96.15 25.67)
http://www.wikidata.org/entity/Q4582619,1985 Wuqia earthquake,Point(75.224 39.413)
http://www.wikidata.org/entity/Q4584589,1988 Nepal earthquake,Point(86.6 26.8)
http://www.wikidata.org/entity/Q4572717,1967 Koynanagar earthquake,Point(73.76 17.4)
http://www.wikidata.org/entity/Q4580449,1982 Flores earthquake,Point(123.08 -8.405)
http://www.wikidata.org/entity/Q4582497,1985 Pichilemu earthquake,Point(-71.51 -34.12)
http://www.wikidata.org/entity/Q4566340,1948 Salta earthquake,Point(-64.8 -24.9)
http://www.wikidata.org/entity/Q4563655,1935 Sumatra earthquake,Point(98.25 0.0)
http://www.wikidata.org/entity/Q4568667,1956 Chhim earthquake,Point(35.575 33.776)
http://www.wikidata.org/entity/Q4589533,1994 Kuril Islands earthquake,Point(147.17 43.85)
http://www.wikidata.org/entity/Q4565280,1943 Tottori earthquake,Point(134.09 35.47)
http://www.wikidata.org/entity/Q4577217,1976 Moro Gulf earthquake,Point(124.09 6.29)
http://www.wikidata.org/entity/Q4565379,1944 Cornwall-Massena earthquake,Point(-74.833 44.956)
http://www.wikidata.org/entity/Q4563042,1932 Jalisco earthquake,Point(-104.679679802 19.19035685)
http://www.wikidata.org/entity/Q4574653,1971 Solomon Islands earthquakes,Point(153.85 -5.524)
http://www.wikidata.org/entity/Q4572485,1966 Xingtai earthquake,Point(114.483 37.0667)
http://www.wikidata.org/entity/Q4581073,1983 Kopaonik earthquake,Point(20.859 43.246)
http://www.wikidata.org/entity/Q4575140,1972 Qir earthquake,Point(52.8 28.4)
http://www.wikidata.org/entity/Q4567538,1952 San Juan earthquake,Point(-67.5 -31.5)
http://www.wikidata.org/entity/Q4564715,1940 El Centro earthquake,Point(-115.5 32.7333)
http://www.wikidata.org/entity/Q4565100,1942 Peru earthquake,Point(-74.708 -14.819)
http://www.wikidata.org/entity/Q4573668,1969 Santa Rosa earthquakes,Point(-122.692 38.467)
http://www.wikidata.org/entity/Q4564886,1941 Andaman Islands earthquake,Point(92.575 12.017)
http://www.wikidata.org/entity/Q4567155,1951 Kurşunlu earthquake,Point(32.87 40.88)
http://www.wikidata.org/entity/Q4587741,1992 Landers earthquake,Point(-116.433 34.217)
http://www.wikidata.org/entity/Q4569282,1958 Ecuador-Colombia earthquake,Point(-79.489 1.011)
http://www.wikidata.org/entity/Q4580940,1983 Borah Peak earthquake,Point(-113.8 44.08)
http://www.wikidata.org/entity/Q4562866,1931 Nicaragua earthquake,Point(-86.251 12.136)
http://www.wikidata.org/entity/Q4579801,1981 Dawu earthquake,Point(101.1 30.93)
http://www.wikidata.org/entity/Q4588775,1993 Scotts Mills earthquake,Point(-122.59 45.03)
http://www.wikidata.org/entity/Q4565560,1945 Mikawa earthquake,Point(137.1 34.7)
http://www.wikidata.org/entity/Q4587673,1992 Flores earthquake,Point(121.896 -8.48)
http://www.wikidata.org/entity/Q4563778,1936 Cansiglio earthquake,Point(12.417 46.033)
http://www.wikidata.org/entity/Q4567865,1953 Tumbes earthquake,Point(-80.636 -3.552)
http://www.wikidata.org/entity/Q4571134,1963 Kuril Islands earthquake,Point(149.54 44.81)
http://www.wikidata.org/entity/Q4563587,1935 Erdek-Marmara Islands earthquake,Point(27.5 40.5)
http://www.wikidata.org/entity/Q4565201,1943 Adapazarı-Hendek earthquake,Point(30.5 40.6)
http://www.wikidata.org/entity/Q4581804,1984 Northern Sumatra earthquake,Point(98.03 0.2)
http://www.wikidata.org/entity/Q4581731,1984 Llŷn Peninsula earthquake,Point(-4.38 52.96)
http://www.wikidata.org/entity/Q4574136,1970 Peru-Ecuador earthquake,Point(-80.542 -4.026)
http://www.wikidata.org/entity/Q97187343,2020 Qiaojia earthquake,Point(103.288 27.266)
http://www.wikidata.org/entity/Q105828591,2021 Antioquia earthquake,Point(-76.134 6.315)
http://www.wikidata.org/entity/Q105473917,1914 Reno earthquakes,Point(-119.8 39.5)
http://www.wikidata.org/entity/Q105163300,1969 Sulawesi earthquake,Point(118.904 -3.201)
http://www.wikidata.org/entity/Q104720541,1812 Ventura earthquake,Point(-119.9 34.2)
http://www.wikidata.org/entity/Q97210710,2020 Karlıova earthquake,Point(40.735 39.35)
http://www.wikidata.org/entity/Q104720534,1927 Lompoc earthquake,Point(-120.774 34.813)
http://www.wikidata.org/entity/Q104828966,2021 West Sulawesi earthquake,Point(118.924 -3.005)
http://www.wikidata.org/entity/Q101280264,1839 Ava earthquake,Point(96.0 21.9)
http://www.wikidata.org/entity/Q105438600,1871 Lāna`i earthquake,Point(-156.0 20.7)
http://www.wikidata.org/entity/Q105274207,1942 Ecuador earthquake,Point(-79.955 0.025)
http://www.wikidata.org/entity/Q107124413,April 1923 Kamchatka earthquake,Point(162.91 57.35)
http://www.wikidata.org/entity/Q106422429,Q106422429,Point(13.85 43.2)
http://www.wikidata.org/entity/Q104535090,2020 Petrinja earthquake,Point(16.255 45.422)
http://www.wikidata.org/entity/Q105894334,2021 Larissa earthquake,Point(22.176 39.764)
http://www.wikidata.org/entity/Q106935909,2021 Maduo earthquake,Point(98.255 34.586)
http://www.wikidata.org/entity/Q101279639,447 Constantinople earthquake,Point(28.978 41.008)
http://www.wikidata.org/entity/Q104876460,1932 Cedar Mountain earthquake,Point(-117.91 38.631)
http://www.wikidata.org/entity/Q101280620,1946 Sagaing earthquakes,Point(96.24 22.35)
http://www.wikidata.org/entity/Q104872323,1987 Superstition Hills earthquakes,Point(-115.792 33.09)
http://www.wikidata.org/entity/Q106036727,1906 Manasi earthquake,Point(85.572 44.284)
http://www.wikidata.org/entity/Q104880570,1968 Borrego Mountain earthquake,Point(-116.103 33.18)
http://www.wikidata.org/entity/Q106947426,2021 May East Java earthquake,Point(112.34 -8.63)
http://www.wikidata.org/entity/Q97180975,1718 Tongwei–Gansu earthquake,Point(105.03333333 35.05)
http://www.wikidata.org/entity/Q96370414,2020 Monte Cristo Range earthquake,Point(-117.85 38.169)
http://www.wikidata.org/entity/Q97602544,2020 Alaska Peninsula earthquake,Point(-158.522 55.03)
http://www.wikidata.org/entity/Q104662809,1887 Verny earthquake,Point(76.8 43.1)
http://www.wikidata.org/entity/Q105758009,2021 Kermadec Islands earthquake,Point(-177.267 -29.74)
http://www.wikidata.org/entity/Q106624668,Q106624668,Point(6.0732 45.9367)
http://www.wikidata.org/entity/Q106653066,2021 Assam earthquake,Point(92.436 26.775)
http://www.wikidata.org/entity/Q101280498,1930 Bago earthquake,Point(96.43 17.86)
http://www.wikidata.org/entity/Q101280380,1912 Maymyo earthquake,Point(96.737 22.35)
http://www.wikidata.org/entity/Q98555055,2020 Masbate earthquake,Point(124.03 11.96)
http://www.wikidata.org/entity/Q106449476,2021 April East Java earthquake,Point(112.519 -8.562)
http://www.wikidata.org/entity/Q101003145,2020 Aegean Sea earthquake,Point(26.795 37.897)
http://www.wikidata.org/entity/Q104842686,1992 Murindó earthquake,Point(-76.862 7.075)
http://www.wikidata.org/entity/Q106617073,1833 Bihar–Nepal earthquake,Point(85.5 28.3)
http://www.wikidata.org/entity/Q97200460,1892 Noto earthquake,Point(136.7 37.1)
http://www.wikidata.org/entity/Q97210718,1615 Edo earthquake,Point(139.7 35.7)
http://www.wikidata.org/entity/Q106901090,1954 Sofades earthquake,Point(22.162 39.228)
http://www.wikidata.org/entity/Q104872277,1978 Oaxaca earthquake,Point(-96.591 16.01)
http://www.wikidata.org/entity/Q104720479,1867 Virgin Islands earthquake and tsunami,Point(-65.0 18.2)
http://www.wikidata.org/entity/Q96609935,2020 Oaxaca earthquake,Point(-96.116666666 16.783333333)
http://www.wikidata.org/entity/Q106299902,Neunkirchen earthquake 2021,Point(16.13 47.74)
http://www.wikidata.org/entity/Q106684286,2012 El Salvador earthquake,Point(-88.59 12.139)
http://www.wikidata.org/entity/Q101280918,1981 Westmorland earthquake,Point(-115.68 33.02)
http://www.wikidata.org/entity/Q104670803,1750 Rijeka earthquake,Point(14.44 45.32)
http://www.wikidata.org/entity/Q96370037,2020 Central Idaho earthquake,Point(-115.118 44.465)
http://www.wikidata.org/entity/Q106859969,1674 Ambon earthquake and megatsunami,Point(127.75 -3.75)
http://www.wikidata.org/entity/Q97487937,2020 Iquique Earthquake,Point(-70.14 -20.235)
http://www.wikidata.org/entity/Q97300522,1850 Xichang earthquake,Point(102.06666667 27.11666667)
http://www.wikidata.org/entity/Q98912057,2014 Ferndale earthquake,Point(-125.134 40.829)
http://www.wikidata.org/entity/Q105347709,1761 Lisbon earthquake,Point(-13.0 34.5)
http://www.wikidata.org/entity/Q106778283,1852 Acapulco Earthquake,Point(-99.8825 16.863611)
http://www.wikidata.org/entity/Q104846757,2020 Sparta earthquake,Point(-117.605 35.766)
http://www.wikidata.org/entity/Q97180982,1739 Yinchuan–Pingluo earthquake,Point(106.5 38.9)
http://www.wikidata.org/entity/Q104880311,1946 Ancash earthquake,Point(-77.535 -8.41)
http://www.wikidata.org/entity/Q106776264,1929 Suşehri earthquake,Point(37.9 40.2)
http://www.wikidata.org/entity/Q100804527,October 2020 Alaska Peninsula earthquake,Point(-159.635 54.617)
http://www.wikidata.org/entity/Q102443410,1973 Luhuo earthquake,Point(100.581 31.398)
http://www.wikidata.org/entity/Q106514984,1994 Mascara earthquake,Point(-0.106 35.52)
http://www.wikidata.org/entity/Q106925771,2021 Dali earthquake,Point(100.008 25.761)
http://www.wikidata.org/entity/Q101281149,1988 Myanmar-India earthquake,Point(95.127 25.149)
http://www.wikidata.org/entity/Q101281881,2003 Taungdwingyi earthquake,Point(95.672 19.917)
http://www.wikidata.org/entity/Q99769021,2020 Lizoáin earthquake,Point(-1.4713 42.836)
http://www.wikidata.org/entity/Q97159693,2020 Tangshan earthquake,Point(118.44 39.78)
http://www.wikidata.org/entity/Q102207506,Q102207506,Point(141.064 36.583)
http://www.wikidata.org/entity/Q64704656,2019 Yamagata earthquake,Point(139.454 38.635)
http://www.wikidata.org/entity/Q78758910,Q78758910,Point(121.77 24.54)
http://www.wikidata.org/entity/Q65557548,2019 Halmahera earthquake,Point(128.056 -0.566)
http://www.wikidata.org/entity/Q63280471,2019 Visayas earthquake,Point(125.38 11.79)
http://www.wikidata.org/entity/Q87914896,2020 Salt Lake City earthquake,Point(-112.078 40.751)
http://www.wikidata.org/entity/Q65034920,2019 Ridgecrest earthquakes,Point(-117.605 35.766)
http://www.wikidata.org/entity/Q61908377,2019 Zigong earthquake,Point(104.49 29.48)
http://www.wikidata.org/entity/Q94603197,Q94603197,Point(-73.0 -44.5)
http://www.wikidata.org/entity/Q64162762,2001 Tarapacá earthquake,Point(-69.306666666 -19.59)
http://www.wikidata.org/entity/Q85719675,139 Mcurn earthquake,Point(39.4 38.999)
http://www.wikidata.org/entity/Q65045104,957 Caspian Sea earthquake,Point(52.1 35.95)
http://www.wikidata.org/entity/Q85738538,632 Armenia earthquake,Point(43.372 39.28)
http://www.wikidata.org/entity/Q68512664,2019 Kashmir earthquake,Point(73.766 33.106)
http://www.wikidata.org/entity/Q85723918,1969 Tulbagh earthquake,Point(19.386 -33.268)
http://www.wikidata.org/entity/Q65041734,1626 Girifalco earthquake,Point(16.456 38.852)
http://www.wikidata.org/entity/Q66125186,Q66125186,Point(141.7 37.7)
http://www.wikidata.org/entity/Q61575807,Q61575807,Point(67.117 30.178)
http://www.wikidata.org/entity/Q71241011,2019 Cotabato earthquakes,Point(125.0 6.75)
http://www.wikidata.org/entity/Q78693085,2019 Davao del Sur earthquake,Point(125.188 6.708)
http://www.wikidata.org/entity/Q88259708,2020 Zagreb earthquake,Point(15.966 45.897)
http://www.wikidata.org/entity/Q96359663,1605 Guangdong earthquake,Point(110.5 19.9)
http://www.wikidata.org/entity/Q85738526,602 Surb Karapet Monastery earthquake,Point(41.192 38.961)
http://www.wikidata.org/entity/Q85622165,Q85622165,Point(-69.91 47.67)
http://www.wikidata.org/entity/Q62997689,1967 Arette earthquake,Point(-0.731111111 43.093888888)
http://www.wikidata.org/entity/Q61466958,Q61466958,Point(145.725 16.492)
http://www.wikidata.org/entity/Q81307590,2020 Puerto Rico earthquake,Point(-66.813 17.916)
http://www.wikidata.org/entity/Q61467043,Q61467043,Point(53.861 27.022)
http://www.wikidata.org/entity/Q86678554,Q86678554,Point(4.638 44.612)
http://www.wikidata.org/entity/Q66309867,2019 Yilan earthquake,Point(121.91 24.43)
http://www.wikidata.org/entity/Q85738258,363 Arsakawan earthquake,Point(44.1 39.5)
http://www.wikidata.org/entity/Q85738394,499 Nicopolis earthquake,Point(36.949 40.554)
http://www.wikidata.org/entity/Q81941603,2008 Iquique Earthquake,Point(-70.037 -20.166)
http://www.wikidata.org/entity/Q85738600,740 Constantinople earthquake,Point(28.9784 41.0082)
http://www.wikidata.org/entity/Q61574857,"7 September 2010 earthquake near Christchurch, New Zealand",Point(172.69 -43.598)
http://www.wikidata.org/entity/Q85738459,554 Anatolia earthquake,Point(27.47 37.116)
http://www.wikidata.org/entity/Q61574519,"2010 4.8 magnitude earthquake in Canterbury, New Zealand",Point(172.388 -43.57)
http://www.wikidata.org/entity/Q68983825,2019 Istanbul earthquake,Point(28.173 40.89)
http://www.wikidata.org/entity/Q61654307,Valandovo Earthquake,Point(22.483 41.28175)
http://www.wikidata.org/entity/Q83364077,2020 Kashgar earthquake,Point(77.21 39.83)
http://www.wikidata.org/entity/Q63254483,2019 Luzon earthquake,Point(120.497 14.924)
http://www.wikidata.org/entity/Q64031974,2019 Peru earthquake,Point(-75.298 -5.796)
http://www.wikidata.org/entity/Q85738678,881 Acre earthquake,Point(35.085 32.928)
http://www.wikidata.org/entity/Q85738658,859 Syrian coasts earthquake,Point(36.0 36.0)
http://www.wikidata.org/entity/Q85625258,Q85625258,Point(-71.62 46.5)
http://www.wikidata.org/entity/Q63108957,2019 Banggai Islands earthquake,Point(122.54 -1.9)
http://www.wikidata.org/entity/Q83557758,2021 Elazığ earthquake,Point(39.081 38.39)
http://www.wikidata.org/entity/Q63199418,2019 Hualien earthquake,Point(121.54 24.06)
http://www.wikidata.org/entity/Q66087736,Q66087736,Point(23.99095 42.026706111)
http://www.wikidata.org/entity/Q64495924,2019 Lombok earthquake,Point(116.521 -8.418)
http://www.wikidata.org/entity/Q94587229,1657 Concepción earthquake,Point(-73.033304 -36.682081)
http://www.wikidata.org/entity/Q65115258,2019 Molucca Sea earthquakes,Point(126.199 0.523)
