earthquake,earthquakeLabel,location
http://www.wikidata.org/entity/Q4562688,1930 Salmas earthquake,Point(44.7 38.0)
http://www.wikidata.org/entity/Q4562073,1927 Gulang earthquake,Point(102.31 37.39)
http://www.wikidata.org/entity/Q4522772,1902 Shamakhi earthquake,Point(48.6 40.7)
http://www.wikidata.org/entity/Q4547554,1169 Sicily earthquake,Point(14.95 37.217)
http://www.wikidata.org/entity/Q4555066,1861 Sumatra earthquake,Point(97.5 1.0)
http://www.wikidata.org/entity/Q4558563,1906 Valparaíso earthquake,Point(-72.0003 -32.9925)
http://www.wikidata.org/entity/Q4562633,1930 Dhubri earthquake,Point(90.2 25.8)
http://www.wikidata.org/entity/Q4551488,1647 Santiago earthquake,Point(-70.6 -33.4)
http://www.wikidata.org/entity/Q4553974,1812 Wrightwood earthquake,Point(-117.65 34.37)
http://www.wikidata.org/entity/Q4552591,1727 Tabriz earthquake,Point(46.3 38.0)
http://www.wikidata.org/entity/Q4559638,1913 Asmara earthquake,Point(38.9 15.6)
http://www.wikidata.org/entity/Q4551553,1653 East Izmir earthquake,Point(28.2 38.2)
http://www.wikidata.org/entity/Q4553928,1810 Crete earthquake,Point(25.6 35.5)
http://www.wikidata.org/entity/Q4561706,1925 Dali earthquake,Point(100.4 25.7)
http://www.wikidata.org/entity/Q4562690,1930 Senigallia earthquake,Point(13.267 43.667)
http://www.wikidata.org/entity/Q4554593,1842 Cap-Haitien earthquake,Point(-72.2 19.75)
http://www.wikidata.org/entity/Q4556361,1889 Kumamoto earthquake,Point(130.7 32.8)
http://www.wikidata.org/entity/Q4555229,1868 Hayward earthquake,Point(-122.1 37.7)
http://www.wikidata.org/entity/Q4560300,1916–17 Nantou earthquakes,Point(121.0 24.0)
http://www.wikidata.org/entity/Q4556620,1892 Laguna Salada earthquake,Point(-115.5 32.73)
http://www.wikidata.org/entity/Q4556640,1892 Recreo earthquake,Point(-65.0 -29.5)
http://www.wikidata.org/entity/Q4560206,1916 Irondale earthquake,Point(-86.69 33.53)
http://www.wikidata.org/entity/Q4551940,1694 Irpinia-Basilicata earthquake,Point(15.43 40.9)
http://www.wikidata.org/entity/Q4561697,1925 Charlevoix–Kamouraska earthquake,Point(-69.8 47.8)
http://www.wikidata.org/entity/Q4551686,1667 Shamakhi earthquake,Point(48.6 40.6)
http://www.wikidata.org/entity/Q4562299,1928 Talca earthquake,Point(-72.0 -35.0)
http://www.wikidata.org/entity/Q4552629,1730 Valparaíso earthquake,Point(-71.5 -32.5)
http://www.wikidata.org/entity/Q4552798,1746 Lima - Callao earthquake,Point(-77.28 -11.35)
http://www.wikidata.org/entity/Q4555221,1868 Ecuador earthquakes,Point(-78.18 0.31)
http://www.wikidata.org/entity/Q4554916,1855 Bursa earthquake,Point(29.1 40.2)
http://www.wikidata.org/entity/Q4555761,1880 Luzon earthquakes,Point(120.997 14.0111)
http://www.wikidata.org/entity/Q4556944,1895 Quchan earthquake,Point(58.4 37.1)
http://www.wikidata.org/entity/Q4551791,1679 Armenia earthquake,Point(44.7 40.2)
http://www.wikidata.org/entity/Q4561759,1925 Santa Barbara earthquake,Point(-119.8 34.3)
http://www.wikidata.org/entity/Q4555806,1881 Chios earthquake,Point(26.25 38.25)
http://www.wikidata.org/entity/Q4555367,1872 Lone Pine earthquake,Point(-118.06 36.61)
http://www.wikidata.org/entity/Q4559048,1909 Wabash River earthquake,Point(-87.2 39.8)
http://www.wikidata.org/entity/Q4555068,1861 Mendoza earthquake,Point(-68.9 -32.9)
http://www.wikidata.org/entity/Q4550734,1582 Ancuancu earthquake,Point(-68.1627 -16.569)
http://www.wikidata.org/entity/Q4551469,1645 Luzon earthquake,Point(121.75 16.7414)
http://www.wikidata.org/entity/Q4558541,1906 Swansea earthquake,Point(-3.79859 51.5905)
http://www.wikidata.org/entity/Q4553252,1783 New Jersey earthquake,Point(-74.498 40.819)
http://www.wikidata.org/entity/Q4552537,1721 Tabriz earthquake,Point(46.3 38.0)
http://www.wikidata.org/entity/Q4560013,1915 Asmara earthquake,Point(39.0 16.0)
http://www.wikidata.org/entity/Q4555989,1884 Colchester earthquake,Point(0.9 51.82)
http://www.wikidata.org/entity/Q4556932,1895 Ljubljana earthquake,Point(14.5 46.1)
http://www.wikidata.org/entity/Q4558717,1907 Qaratog earthquake,Point(67.9 38.5)
http://www.wikidata.org/entity/Q4558694,1907 Kingston earthquake,Point(-76.7 18.2)
http://www.wikidata.org/entity/Q4548614,1290 Chihli earthquake,Point(119.3 41.5)
http://www.wikidata.org/entity/Q4553120,1773 Guatemala earthquake,Point(-90.7 14.6)
http://www.wikidata.org/entity/Q4556840,1894 San Juan earthquake,Point(-69.0 -29.6)
http://www.wikidata.org/entity/Q4555228,1868 Hawaii earthquake,Point(-155.5 19.2)
http://www.wikidata.org/entity/Q4560538,1918 Vancouver Island earthquake,Point(-126.22 49.44)
http://www.wikidata.org/entity/Q4560858,tu mam,Point(-68.24 -32.42)
http://www.wikidata.org/entity/Q4562427,1929 Koppeh Dagh earthquake,Point(57.6 37.8)
http://www.wikidata.org/entity/Q4522773,1859 Shamakhi earthquake,Point(48.4 40.38)
http://www.wikidata.org/entity/Q4555366,1872 North Cascades earthquake,Point(-119.9 47.76)
http://www.wikidata.org/entity/Q4551867,1687 Peru earthquake,Point(-75.916666666 -15.216666666)
http://www.wikidata.org/entity/Q4555199,"1867 Manhattan, Kansas earthquake",Point(-96.3 39.2)
http://www.wikidata.org/entity/Q4555108,1863 Jujuy earthquake,Point(-65.0 -23.6)
http://www.wikidata.org/entity/Q4552874,1751 Port-au-Prince earthquake,Point(-72.3 18.5)
http://www.wikidata.org/entity/Q4555253,1869 Christchurch earthquake,Point(173.0 -44.0)
http://www.wikidata.org/entity/Q4552872,1751 Concepción earthquake,Point(-73.0 -36.8)
http://www.wikidata.org/entity/Q4548624,1293 Kamakura earthquake,Point(139.4 35.2)
http://www.wikidata.org/entity/Q4556736,1893 Quchan earthquake,Point(58.4 37.2)
http://www.wikidata.org/entity/Q4557994,1902 Guatemala earthquake,Point(-91.5167 14.8333)
http://www.wikidata.org/entity/Q4552648,1732 Montreal earthquake,Point(-73.6 45.5)
http://www.wikidata.org/entity/Q4547511,115 Antioch earthquake,Point(36.1 36.1)
http://www.wikidata.org/entity/Q4560520,1918 San Fermín earthquake,Point(-67.5 18.5)
http://www.wikidata.org/entity/Q4558378,1905 Kangra earthquake,Point(76.0 33.0)
http://www.wikidata.org/entity/Q4555402,1873 Alpago earthquake,Point(12.383 46.167)
http://www.wikidata.org/entity/Q4558519,1906 Ecuador-Colombia earthquake,Point(-79.369 0.955)
http://www.wikidata.org/entity/Q4560834,1920 Garfagnana earthquake,Point(10.283 44.183)
http://www.wikidata.org/entity/Q4551438,1641 Caracas earthquake,Point(-67.0 11.0)
http://www.wikidata.org/entity/Q4560524,1918 Shantou earthquake,Point(117.24 23.54)
http://www.wikidata.org/entity/Q4551876,1688 Izmir earthquake,Point(26.9 38.4)
http://www.wikidata.org/entity/Q4561897,1926 Kars earthquake,Point(43.7 40.7)
http://www.wikidata.org/entity/Q4555688,1879 Gansu earthquake,Point(104.7 33.2)
http://www.wikidata.org/entity/Q4553469,1797 Sumatra earthquake,Point(99.0 -1.0)
http://www.wikidata.org/entity/Q4558220,1904 Douliu earthquake,Point(120.25 23.58)
http://www.wikidata.org/entity/Q4553235,1782 Mendoza earthquake,Point(-69.12 -33.0)
http://www.wikidata.org/entity/Q4547554,1169 Sicily earthquake,Point(15.352455555 37.297855555)
http://www.wikidata.org/entity/Q4560327,1917 Bali earthquake,Point(115.0 -8.3)
http://www.wikidata.org/entity/Q4558487,1906 Aleutian Islands earthquake,Point(-178.36 50.6)
http://www.wikidata.org/entity/Q4553468,1797 Riobamba earthquake,Point(-78.6 -1.6)
http://www.wikidata.org/entity/Q4548221,1222 Cyprus earthquake,Point(32.6 34.7)
http://www.wikidata.org/entity/Q4560067,1915 Pleasant Valley earthquake,Point(-117.36 40.2)
http://www.wikidata.org/entity/Q4559501,1912 Mürefte earthquake,Point(27.2 40.5)
http://www.wikidata.org/entity/Q4552913,1755 Cape Ann Earthquake,Point(-70.2 42.7)
http://www.wikidata.org/entity/Q4557855,1901 Cheviot earthquake,Point(173.26 -42.81)
http://www.wikidata.org/entity/Q4555152,1865 Memphis earthquake,Point(-89.5 36.0)
http://www.wikidata.org/entity/Q4551650,1663 Charlevoix earthquake,Point(-70.1 47.6)
http://www.wikidata.org/entity/Q4558985,1909 Borujerd earthquake,Point(50.0 33.0)
http://www.wikidata.org/entity/Q4559340,1911 Michoacán earthquake,Point(-102.5 17.5)
http://www.wikidata.org/entity/Q4559829,1914 Burdur earthquake,Point(30.27 37.82)
http://www.wikidata.org/entity/Q4554104,1819 Rann of Kutch earthquake,Point(71.0 23.0)
http://www.wikidata.org/entity/Q529783,1909 Lambesc earthquake,Point(5.4 43.7)
http://www.wikidata.org/entity/Q601724,1857 Basilicata earthquake,Point(16.5 40.5)
http://www.wikidata.org/entity/Q151850,February 2011 Christchurch earthquake,Point(172.701 -43.5834)
http://www.wikidata.org/entity/Q260775,1117 Verona earthquake,Point(11.0 45.5)
http://www.wikidata.org/entity/Q708250,2009 Hualien earthquake,Point(121.689 23.763)
http://www.wikidata.org/entity/Q698231,1935 Hsinchu-Taichung earthquake,Point(120.75 24.3)
http://www.wikidata.org/entity/Q593307,2005 Lake Tanganyika earthquake,Point(29.615 -6.194)
http://www.wikidata.org/entity/Q650357,1887 Diano Marina earthquake,Point(8.03333 43.8833)
http://www.wikidata.org/entity/Q517941,2008 Pakistan earthquake,Point(67.484 30.569)
http://www.wikidata.org/entity/Q815567,1988 Spitak earthquake,Point(44.183333333 40.983333333)
http://www.wikidata.org/entity/Q477444,1857 Fort Tejon earthquake,Point(-120.3 35.7)
http://www.wikidata.org/entity/Q955749,1985 Mendoza earthquake,Point(-68.816 -32.883)
http://www.wikidata.org/entity/Q764222,2011 Kütahya earthquake,Point(29.074 39.137)
http://www.wikidata.org/entity/Q672705,1356 Basel earthquake,Point(7.6 47.4)
http://www.wikidata.org/entity/Q497328,1981 Playa Azul earthquake,Point(-102.084 18.048)
http://www.wikidata.org/entity/Q497145,"1999 Armenia, Colombia earthquake",Point(-75.7 4.5)
http://www.wikidata.org/entity/Q760494,1978 Thessaloniki earthquake,Point(23.048888888 40.638888888)
http://www.wikidata.org/entity/Q210137,2005 Kashmir earthquake,Point(73.6289 34.4931)
http://www.wikidata.org/entity/Q603134,1990 Manjil-Rudbar earthquake,Point(49.409 36.957)
http://www.wikidata.org/entity/Q584613,2011 Lorca earthquake,Point(-1.556 37.697)
http://www.wikidata.org/entity/Q867691,May 2006 Java earthquake,Point(110.458 -7.962)
http://www.wikidata.org/entity/Q578179,1963 Skopje earthquake,Point(21.4333 42.0)
http://www.wikidata.org/entity/Q502049,2012 Zohan earthquake,Point(59.554 33.49)
http://www.wikidata.org/entity/Q26330,1999 Chamoli earthquake,Point(79.286 30.286)
http://www.wikidata.org/entity/Q576390,2011 Yunnan earthquake,Point(97.994 24.71)
http://www.wikidata.org/entity/Q26330,1999 Chamoli earthquake,Point(79.4158 30.4078)
http://www.wikidata.org/entity/Q924446,1972 Nicaragua earthquake,Point(-86.1 12.3)
http://www.wikidata.org/entity/Q702053,1906 Meishan earthquake,Point(120.45 23.55)
http://www.wikidata.org/entity/Q26293,1967 Caracas earthquake,Point(-67.4 10.68)
http://www.wikidata.org/entity/Q38821,2012 Northern Italy earthquakes,Point(11.192 44.8)
http://www.wikidata.org/entity/Q455408,1812 New Madrid earthquake,Point(-89.6 36.4)
http://www.wikidata.org/entity/Q260775,1117 Verona earthquake,Point(11.023 45.309)
http://www.wikidata.org/entity/Q698056,1960 Agadir earthquake,Point(-9.69 30.351)
http://www.wikidata.org/entity/Q207918,2009 L'Aquila earthquake,Point(13.334 42.334)
http://www.wikidata.org/entity/Q749610,1964 Alaska great earthquake and tsunami,Point(-147.65 61.02)
http://www.wikidata.org/entity/Q745411,2009 West Java earthquake,Point(107.328 -7.778)
http://www.wikidata.org/entity/Q924005,2007 Solomon Islands earthquake,Point(156.978 -8.481)
http://www.wikidata.org/entity/Q214866,Great Hanshin Earthquake,Point(135.035 34.598333)
http://www.wikidata.org/entity/Q43777,2010 Haiti earthquake,Point(-72.445194444 18.451388888)
http://www.wikidata.org/entity/Q698921,2006 Hengchun earthquake,Point(120.54 21.83)
http://www.wikidata.org/entity/Q328663,1992 Roermond earthquake,Point(5.93694444 51.14805556)
http://www.wikidata.org/entity/Q775339,1992 Nicaragua earthquake,Point(-87.34 11.742)
http://www.wikidata.org/entity/Q130754,2004 Indian Ocean earthquake,Point(95.982 3.295)
http://www.wikidata.org/entity/Q587127,1976 Friuli earthquake,Point(13.27 46.36)
http://www.wikidata.org/entity/Q929108,1848 Marlborough earthquake,Point(173.7 -41.8)
http://www.wikidata.org/entity/Q685849,1348 Friuli earthquake,Point(13.58 46.37)
http://www.wikidata.org/entity/Q24932,2012 Shwebo earthquake,Point(95.883 23.014)
http://www.wikidata.org/entity/Q189079,2011 Van earthquake,Point(43.486 38.628)
http://www.wikidata.org/entity/Q738843,1897 Assam earthquake,Point(91.0 26.0)
http://www.wikidata.org/entity/Q367449,1999 İzmit earthquake,Point(29.987 40.702)
http://www.wikidata.org/entity/Q381766,2010 Yushu earthquake,Point(96.629 33.271)
http://www.wikidata.org/entity/Q498435,Odaesan Earthquake,Point(128.543 37.7981)
http://www.wikidata.org/entity/Q769031,1428 Catalonia earthquake,Point(2.15 42.37)
http://www.wikidata.org/entity/Q26258,1967 Mudurnu earthquake,Point(30.81 40.72)
http://www.wikidata.org/entity/Q501106,2011 Fergana Valley earthquake,Point(71.435 40.13)
http://www.wikidata.org/entity/Q750144,2010 Canterbury earthquake,Point(171.83 -43.522)
http://www.wikidata.org/entity/Q201542,1929 Arthur's Pass earthquake,Point(171.928 -42.791)
http://www.wikidata.org/entity/Q629485,2007 Chūetsu offshore earthquake,Point(138.446 37.535)
http://www.wikidata.org/entity/Q912835,1971 San Fernando earthquake,Point(-118.4 34.41)
http://www.wikidata.org/entity/Q733739,1138 Aleppo earthquake,Point(37.1667 36.2167)
http://www.wikidata.org/entity/Q748301,2008 Iwate-Miyagi Nairiku earthquake,Point(140.88 39.028333333)
http://www.wikidata.org/entity/Q210981,2007 Peru earthquake,Point(-76.51 -13.353)
http://www.wikidata.org/entity/Q708503,1964 Baihe earthquake,Point(120.5 23.1)
http://www.wikidata.org/entity/Q497157,1999 Athens earthquake,Point(23.6 38.11)
http://www.wikidata.org/entity/Q151835,2010 Chile earthquake,Point(-72.733 -35.909)
http://www.wikidata.org/entity/Q383991,2012 Indian Ocean earthquakes,Point(93.072 2.348)
http://www.wikidata.org/entity/Q152033,2008 Sichuan earthquake,Point(103.367 31.021)
http://www.wikidata.org/entity/Q150495,2011 Burma earthquake,Point(99.949 20.705)
http://www.wikidata.org/entity/Q634483,1888 Río de la Plata earthquake,Point(-57.89972222 -34.6)
http://www.wikidata.org/entity/Q907519,1929 Grand Banks earthquake,Point(-57.25 44.5)
http://www.wikidata.org/entity/Q26255,1974 Hunza earthquake,Point(72.8 35.0)
http://www.wikidata.org/entity/Q939106,2005 Sumatra earthquake,Point(97.01611111 2.07638889)
http://www.wikidata.org/entity/Q116688,2003 Boumerdès earthquake,Point(3.634 36.964)
http://www.wikidata.org/entity/Q774314,1949 Pelileo earthquake,Point(-78.305 -1.237)
http://www.wikidata.org/entity/Q212618,1960 Valdivia earthquake,Point(-73.407 -38.143)
http://www.wikidata.org/entity/Q269069,2008 Peloponnese earthquake,Point(21.464 38.029)
http://www.wikidata.org/entity/Q921497,2009 Samoa earthquake,Point(-172.034 -15.509)
http://www.wikidata.org/entity/Q428208,1953 Yenice-Gönen earthquake,Point(27.53 40.02)
http://www.wikidata.org/entity/Q679519,2012 Visayas earthquake,Point(123.246 9.964)
http://www.wikidata.org/entity/Q211386,1906 San Francisco earthquake,Point(-122.55 37.75)
http://www.wikidata.org/entity/Q924948,2010 Elâzığ earthquake,Point(40.1 38.807)
http://www.wikidata.org/entity/Q571891,2011 Sikkim earthquake,Point(88.064 27.723)
http://www.wikidata.org/entity/Q123203,1927 Aysén Region earthquake,Point(-73.0 -44.6)
http://www.wikidata.org/entity/Q191293,1556 Shaanxi earthquake,Point(109.7 34.5)
http://www.wikidata.org/entity/Q32610,2011 Virginia earthquake,Point(-77.933 37.936)
http://www.wikidata.org/entity/Q589853,551 Beirut earthquake,Point(35.5 33.9)
http://www.wikidata.org/entity/Q714320,1999 Jiji earthquake,Point(120.982 23.772)
http://www.wikidata.org/entity/Q462195,1976 Tangshan earthquake,Point(118.401 39.664)
http://www.wikidata.org/entity/Q477519,1886 Charleston earthquake,Point(-80.0 32.9)
http://www.wikidata.org/entity/Q738854,1950 Assam–Tibet earthquake,Point(96.5 28.5)
http://www.wikidata.org/entity/Q282140,2010 Serbia earthquake,Point(20.624 43.718)
http://www.wikidata.org/entity/Q26259,1973 Veracruz earthquake,Point(-97.03 18.51)
http://www.wikidata.org/entity/Q722402,1931 Hawke's Bay earthquake,Point(177.0 -39.3)
http://www.wikidata.org/entity/Q191055,1755 Lisbon earthquake,Point(-11.0 36.0)
http://www.wikidata.org/entity/Q842621,2010 Pichilemu earthquakes,Point(-71.799 -34.326)
http://www.wikidata.org/entity/Q541723,526 Antioch earthquake,Point(36.12 36.23)
http://www.wikidata.org/entity/Q27608,2012 Guatemala earthquake,Point(-91.965 13.987)
http://www.wikidata.org/entity/Q751139,1977 Vrancea earthquake,Point(26.76 45.77)
http://www.wikidata.org/entity/Q842621,2010 Pichilemu earthquakes,Point(-71.95 -34.92)
http://www.wikidata.org/entity/Q128869,1976 Çaldıran-Muradiye earthquake,Point(44.03 39.12)
http://www.wikidata.org/entity/Q1538397,2010 Baja California earthquake,Point(-115.303 32.128)
http://www.wikidata.org/entity/Q2399122,2009 Georgia earthquake,Point(43.414 42.662)
http://www.wikidata.org/entity/Q1348781,1786 Kangding-Luding earthquake,Point(102.0 29.9)
http://www.wikidata.org/entity/Q1188930,1509 Constantinople earthquake,Point(28.7 40.9)
http://www.wikidata.org/entity/Q1750697,1770 Port-au-Prince earthquake,Point(-72.79 18.42)
http://www.wikidata.org/entity/Q2351002,1891 Nōbi earthquake,Point(136.3 35.6)
http://www.wikidata.org/entity/Q1527224,2007 Gisborne earthquake,Point(178.49 -38.88)
http://www.wikidata.org/entity/Q2335101,1935 Quetta earthquake,Point(66.8 29.5)
http://www.wikidata.org/entity/Q1767894,1974 Lima earthquake,Point(-77.795 -12.265)
http://www.wikidata.org/entity/Q1348877,1590 Neulengbach earthquake,Point(15.5 48.3)
http://www.wikidata.org/entity/Q1348825,1870 Batang earthquake,Point(99.1 30.0)
http://www.wikidata.org/entity/Q1553270,2012 Guerrero–Oaxaca earthquake,Point(-98.188 16.662)
http://www.wikidata.org/entity/Q2399134,2009 Andaman Islands earthquake,Point(92.923 14.013)
http://www.wikidata.org/entity/Q1744007,2008 Lake Kivu earthquake,Point(28.896 -2.314)
http://www.wikidata.org/entity/Q1348895,2012 Pernik earthquake,Point(23.009 42.686)
http://www.wikidata.org/entity/Q1348771,1756 Düren earthquake,Point(6.47 50.8)
http://www.wikidata.org/entity/Q2081172,1580 Dover Straits earthquake,Point(2.33 50.5)
http://www.wikidata.org/entity/Q1348884,1980 Irpinia earthquake,Point(15.164 40.51)
http://www.wikidata.org/entity/Q2008540,2010 Kepulauan Obi earthquake,Point(128.122 -1.912)
http://www.wikidata.org/entity/Q2124824,2010 Papua earthquake,Point(136.46 -2.141)
http://www.wikidata.org/entity/Q1798567,1985 Mexico City earthquake,Point(-102.53 18.19)
http://www.wikidata.org/entity/Q2274819,1983 Liège earthquake,Point(5.515 50.628055555)
http://www.wikidata.org/entity/Q1348866,1920 Haiyuan earthquake,Point(105.7 36.5)
http://www.wikidata.org/entity/Q986103,2007 Noto earthquake,Point(136.5 37.3)
http://www.wikidata.org/entity/Q1139638,1953 Ionian Earthquake,Point(20.6 38.02)
http://www.wikidata.org/entity/Q1631963,1703 Apennine earthquakes,Point(13.07 42.7)
http://www.wikidata.org/entity/Q1439471,1268 Cilicia earthquake,Point(35.5 37.5)
http://www.wikidata.org/entity/Q1767894,1974 Lima earthquake,Point(-77.52 -12.25)
http://www.wikidata.org/entity/Q2005565,1957 Guerrero earthquake,Point(-99.8825 16.86638889)
http://www.wikidata.org/entity/Q2113582,1858 Hietsu earthquake,Point(137.2 36.4)
http://www.wikidata.org/entity/Q1486433,1763 Komárom earthquake,Point(18.156388888 47.735833333)
http://www.wikidata.org/entity/Q2330932,1921 Massawa earthquake,Point(39.4453 15.6092)
http://www.wikidata.org/entity/Q1866908,2010 Eureka earthquake,Point(-124.763 40.645)
http://www.wikidata.org/entity/Q1015402,2008 Damxung earthquake,Point(90.35 29.807)
http://www.wikidata.org/entity/Q1348911,1575 Valdivia earthquake,Point(-73.2 -39.8)
http://www.wikidata.org/entity/Q2423117,1911 Sarez earthquake,Point(72.8 38.2)
http://www.wikidata.org/entity/Q1486364,1888 North Canterbury earthquake,Point(172.4 -42.6)
http://www.wikidata.org/entity/Q1196733,2008 Chechnya earthquake,Point(46.2 43.3)
http://www.wikidata.org/entity/Q2167794,Q2167794,Point(141.59 37.745)
http://www.wikidata.org/entity/Q1735004,1700 Cascadia earthquake,Point(-125.0 45.0)
http://www.wikidata.org/entity/Q1824943,1932 Ierissos earthquake,Point(23.9 40.5)
http://www.wikidata.org/entity/Q1284366,1987 Edgecumbe earthquake,Point(176.84 -37.88)
http://www.wikidata.org/entity/Q1680318,1855 Wairarapa earthquake,Point(174.5 -41.4)
http://www.wikidata.org/entity/Q1163038,1952 Kern County earthquake,Point(-119.01 35.0)
http://www.wikidata.org/entity/Q1903316,2006 Middelstum earthquake,Point(6.633333 53.333333)
http://www.wikidata.org/entity/Q2068462,1834 Concepción earthquake,Point(-73.0 -36.8)
http://www.wikidata.org/entity/Q2149112,2011 Java earthquake,Point(107.749 -9.786)
http://www.wikidata.org/entity/Q2060017,226 BC Rhodes earthquake,Point(28.21 36.43)
http://www.wikidata.org/entity/Q1348904,2005 Zarand earthquake,Point(56.567 30.81)
http://www.wikidata.org/entity/Q2106353,1931 Dogger Bank earthquake,Point(1.84973 54.14656)
http://www.wikidata.org/entity/Q1348841,1946 Dominican Republic earthquake,Point(-69.316 19.2)
http://www.wikidata.org/entity/Q1348954,365 Crete earthquake,Point(23.0 35.0)
http://www.wikidata.org/entity/Q1224313,1933 Diexi earthquake,Point(103.7 32.0)
http://www.wikidata.org/entity/Q1348861,1970 Gediz earthquake,Point(29.5 39.2)
http://www.wikidata.org/entity/Q1225445,1929 Murchison earthquake,Point(172.25 -41.55)
http://www.wikidata.org/entity/Q1348976,July 2006 Java earthquake,Point(107.347 -9.295)
http://www.wikidata.org/entity/Q2329463,April 2010 Sumatra earthquake,Point(97.048 2.383)
http://www.wikidata.org/entity/Q1348799,Q1348799,Point(0.3 6.5)
http://www.wikidata.org/entity/Q1990627,2003 Bam earthquake,Point(58.55 29.0)
http://www.wikidata.org/entity/Q2379532,1927 Crimean earthquakes,Point(35.0 45.0)
http://www.wikidata.org/entity/Q1348836,2011 Pakistan earthquake,Point(63.947 28.838)
http://www.wikidata.org/entity/Q1348884,1980 Irpinia earthquake,Point(15.366 40.914)
http://www.wikidata.org/entity/Q2087165,1978 Tabas earthquake,Point(57.4 33.2)
http://www.wikidata.org/entity/Q1144135,1946 Aleutian Islands earthquake,Point(-163.5 52.8)
http://www.wikidata.org/entity/Q2419218,2012 Yunnan earthquakes,Point(103.99 27.582)
http://www.wikidata.org/entity/Q2097061,2010 Kaohsiung earthquakes,Point(120.823 22.903)
http://www.wikidata.org/entity/Q1999951,2010 Spain earthquake,Point(-3.542 36.965)
http://www.wikidata.org/entity/Q1519015,1994 Northridge earthquake,Point(-118.535 34.207)
http://www.wikidata.org/entity/Q2274259,2002 Molise earthquake,Point(14.89 41.73)
http://www.wikidata.org/entity/Q1847006,1976 Guatemala earthquake,Point(-89.1 15.32)
http://www.wikidata.org/entity/Q1348761,1867 Cephalonia (Greece) earthquake,Point(20.2 38.4)
http://www.wikidata.org/entity/Q1789231,March 2007 Sumatra earthquakes,Point(100.49847 -0.53626)
http://www.wikidata.org/entity/Q1636055,September 2007 Sumatra earthquakes,Point(101.374 -4.52)
http://www.wikidata.org/entity/Q1109042,1570 Concepción earthquake,Point(-73.0 -36.75)
http://www.wikidata.org/entity/Q2391429,1948 Ashgabat earthquake,Point(58.32 37.95)
http://www.wikidata.org/entity/Q1066174,2012 East Azerbaijan earthquakes,Point(46.88 38.322)
http://www.wikidata.org/entity/Q1161889,1877 Iquique earthquake,Point(-70.2 -19.6)
http://www.wikidata.org/entity/Q1348869,1783 Calabrian earthquakes,Point(15.97 38.3)
http://www.wikidata.org/entity/Q1049092,October 2010 Sumatra earthquake and tsunami,Point(100.084 -3.464)
http://www.wikidata.org/entity/Q1131956,2009 Fiordland earthquake,Point(166.643 -45.721)
http://www.wikidata.org/entity/Q1060247,2009 Tonga earthquake,Point(-174.668 -23.05)
http://www.wikidata.org/entity/Q1418599,2003 Fiordland earthquake,Point(166.93 -45.13)
http://www.wikidata.org/entity/Q1812011,2008 Chino Hills earthquake,Point(-117.761 33.953)
http://www.wikidata.org/entity/Q1062315,1968 Belice earthquake,Point(12.998 37.919)
http://www.wikidata.org/entity/Q1091247,Chūetsu Earthquake,Point(138.8 37.3)
http://www.wikidata.org/entity/Q1485683,1303 Crete earthquake,Point(27.0 35.0)
http://www.wikidata.org/entity/Q1014283,1994 offshore Sanriku earthquake,Point(143.745 40.43)
http://www.wikidata.org/entity/Q1348910,1908 Messina earthquake,Point(15.683 38.15)
http://www.wikidata.org/entity/Q1971964,1962 Buin Zahra earthquake,Point(49.87 35.63)
http://www.wikidata.org/entity/Q2306196,1932 Uden Earthquake,Point(5.468056 51.613056)
http://www.wikidata.org/entity/Q2257461,1915 Avezzano earthquake,Point(13.527222222 41.996555555)
http://www.wikidata.org/entity/Q1491406,557 Constantinople earthquake,Point(28.95 41.03)
http://www.wikidata.org/entity/Q1082836,2007 Mariana Islands earthquake,Point(145.315 18.854)
http://www.wikidata.org/entity/Q1053476,1989 Loma Prieta earthquake,Point(-121.877 37.04)
http://www.wikidata.org/entity/Q1915610,April 2010 New Guinea earthquake,Point(147.306944444 6.683055555)
http://www.wikidata.org/entity/Q3299053,2007 Iberian Peninsula earthquake,Point(-10.433 36.15)
http://www.wikidata.org/entity/Q3499552,1980 El Asnam earthquake,Point(1.66667 36.3333)
http://www.wikidata.org/entity/Q3510580,2010 Central Canada earthquake,Point(-75.497 45.904)
http://www.wikidata.org/entity/Q3544130,856 Damghan earthquake,Point(54.3 36.2)
http://www.wikidata.org/entity/Q3496756,1998 Adana-Ceyhan earthquake,Point(35.32 36.85)
http://www.wikidata.org/entity/Q3430415,2010 Bonin Islands earthquake,Point(143.739 26.866)
http://www.wikidata.org/entity/Q2680935,Q2680935,Point(126.285 26.746)
http://www.wikidata.org/entity/Q2614092,1945 Balochistan earthquake,Point(63.0 24.5)
http://www.wikidata.org/entity/Q3045050,1939 Erzincan earthquake,Point(39.53 39.77)
http://www.wikidata.org/entity/Q3505096,1999 Düzce earthquake,Point(31.23 40.82)
http://www.wikidata.org/entity/Q3272771,2006 Kuril Islands earthquake,Point(153.23 46.607)
http://www.wikidata.org/entity/Q3238573,2009 Yunnan earthquake,Point(101.082 25.6361)
http://www.wikidata.org/entity/Q2576277,1667 Dubrovnik earthquake,Point(18.1 42.6)
http://www.wikidata.org/entity/Q3245204,1970 Ancash earthquake,Point(-78.31 -9.47)
