item,itemLabel,link,itemType
http://www.wikidata.org/entity/Q1347031,"Юки, Аой",http://www.wikidata.org/entity/Q869393,seiyu
http://www.wikidata.org/entity/Q333194,"Ямадэра, Коити",http://www.wikidata.org/entity/Q965699,seiyu
http://www.wikidata.org/entity/Q1049097,Супермен Локэ,http://www.wikidata.org/entity/Q430395,http://www.wikidata.org/entity/Q430395
http://www.wikidata.org/entity/Q1049097,Супермен Локэ,http://www.wikidata.org/entity/Q571148,http://www.wikidata.org/entity/Q571148
http://www.wikidata.org/entity/Q1049097,Супермен Локэ,http://www.wikidata.org/entity/Q584678,http://www.wikidata.org/entity/Q584678
http://www.wikidata.org/entity/Q1049097,Супермен Локэ,http://www.wikidata.org/entity/Q1007984,http://www.wikidata.org/entity/Q1007984
http://www.wikidata.org/entity/Q1049097,Супермен Локэ,http://www.wikidata.org/entity/Q1010229,http://www.wikidata.org/entity/Q1010229
http://www.wikidata.org/entity/Q1049097,Супермен Локэ,http://www.wikidata.org/entity/Q1193042,http://www.wikidata.org/entity/Q1193042
http://www.wikidata.org/entity/Q1049097,Супермен Локэ,http://www.wikidata.org/entity/Q1323728,http://www.wikidata.org/entity/Q1323728
http://www.wikidata.org/entity/Q1049097,Супермен Локэ,http://www.wikidata.org/entity/Q2735330,http://www.wikidata.org/entity/Q2735330
http://www.wikidata.org/entity/Q1049097,Супермен Локэ,http://www.wikidata.org/entity/Q2778060,http://www.wikidata.org/entity/Q2778060
http://www.wikidata.org/entity/Q6381410,"Комия, Кадзуэ",http://www.wikidata.org/entity/Q1049097,seiyu
http://www.wikidata.org/entity/Q1049097,Супермен Локэ,http://www.wikidata.org/entity/Q6381410,http://www.wikidata.org/entity/Q6381410
http://www.wikidata.org/entity/Q235216,"Сакамото, Маая",http://www.wikidata.org/entity/Q1004318,seiyu
http://www.wikidata.org/entity/Q1135000,"Кавада, Синдзи",http://www.wikidata.org/entity/Q1004318,seiyu
http://www.wikidata.org/entity/Q584678,"Хан, Кэйко",http://www.wikidata.org/entity/Q1049097,seiyu
http://www.wikidata.org/entity/Q1207010,"Оцука, Тикао",http://www.wikidata.org/entity/Q972569,seiyu
http://www.wikidata.org/entity/Q847219,Pururun! Shizuku-chan,http://www.wikidata.org/entity/Q3140773,http://www.wikidata.org/entity/Q3140773
http://www.wikidata.org/entity/Q242014,"Тоёсаки, Аки",http://www.wikidata.org/entity/Q869393,seiyu
http://www.wikidata.org/entity/Q49554,Риэ Кугимия,http://www.wikidata.org/entity/Q1004318,seiyu
http://www.wikidata.org/entity/Q1017066,Chiaki,http://www.wikidata.org/entity/Q972569,seiyu
http://www.wikidata.org/entity/Q3140773,"Айкава, Рикако",http://www.wikidata.org/entity/Q847219,seiyu
http://www.wikidata.org/entity/Q1154179,Наото Такэнака,http://www.wikidata.org/entity/Q965699,seiyu
http://www.wikidata.org/entity/Q284401,"Сэки, Томокадзу",http://www.wikidata.org/entity/Q972569,seiyu
http://www.wikidata.org/entity/Q965699,Sword of the Stranger,http://www.wikidata.org/entity/Q333194,http://www.wikidata.org/entity/Q333194
http://www.wikidata.org/entity/Q965699,Sword of the Stranger,http://www.wikidata.org/entity/Q1154179,http://www.wikidata.org/entity/Q1154179
http://www.wikidata.org/entity/Q965699,Sword of the Stranger,http://www.wikidata.org/entity/Q1205717,http://www.wikidata.org/entity/Q1205717
http://www.wikidata.org/entity/Q965699,Sword of the Stranger,http://www.wikidata.org/entity/Q1343503,http://www.wikidata.org/entity/Q1343503
http://www.wikidata.org/entity/Q1193042,"Канаи, Мика",http://www.wikidata.org/entity/Q1049097,seiyu
http://www.wikidata.org/entity/Q3113155,Юсаку Яра,http://www.wikidata.org/entity/Q1004318,seiyu
http://www.wikidata.org/entity/Q49547,"Орикаса, Фумико",http://www.wikidata.org/entity/Q1004318,seiyu
http://www.wikidata.org/entity/Q287166,"Мидзута, Васаби",http://www.wikidata.org/entity/Q972569,seiyu
http://www.wikidata.org/entity/Q719326,"Мики, Синъитиро",http://www.wikidata.org/entity/Q1004318,seiyu
http://www.wikidata.org/entity/Q847661,"Тамагава, Сакико",http://www.wikidata.org/entity/Q1004318,seiyu
http://www.wikidata.org/entity/Q1303713,Исток,http://www.wikidata.org/entity/Q253873,http://www.wikidata.org/entity/Q253873
http://www.wikidata.org/entity/Q1303713,Исток,http://www.wikidata.org/entity/Q305023,http://www.wikidata.org/entity/Q305023
http://www.wikidata.org/entity/Q972569,Новый Дораэмон 3: Нобита и легенда о Зеленом Гиганте,http://www.wikidata.org/entity/Q18735,http://www.wikidata.org/entity/Q18735
http://www.wikidata.org/entity/Q1303713,Исток,http://www.wikidata.org/entity/Q1021894,http://www.wikidata.org/entity/Q1021894
http://www.wikidata.org/entity/Q1303713,Исток,http://www.wikidata.org/entity/Q1060969,http://www.wikidata.org/entity/Q1060969
http://www.wikidata.org/entity/Q1303713,Исток,http://www.wikidata.org/entity/Q1067530,http://www.wikidata.org/entity/Q1067530
http://www.wikidata.org/entity/Q972569,Новый Дораэмон 3: Нобита и легенда о Зеленом Гиганте,http://www.wikidata.org/entity/Q284401,http://www.wikidata.org/entity/Q284401
http://www.wikidata.org/entity/Q972569,Новый Дораэмон 3: Нобита и легенда о Зеленом Гиганте,http://www.wikidata.org/entity/Q287166,http://www.wikidata.org/entity/Q287166
http://www.wikidata.org/entity/Q1303713,Исток,http://www.wikidata.org/entity/Q1138332,http://www.wikidata.org/entity/Q1138332
http://www.wikidata.org/entity/Q1303713,Исток,http://www.wikidata.org/entity/Q1139881,http://www.wikidata.org/entity/Q1139881
http://www.wikidata.org/entity/Q1303713,Исток,http://www.wikidata.org/entity/Q1323399,http://www.wikidata.org/entity/Q1323399
http://www.wikidata.org/entity/Q972569,Новый Дораэмон 3: Нобита и легенда о Зеленом Гиганте,http://www.wikidata.org/entity/Q864761,http://www.wikidata.org/entity/Q864761
http://www.wikidata.org/entity/Q972569,Новый Дораэмон 3: Нобита и легенда о Зеленом Гиганте,http://www.wikidata.org/entity/Q1017066,http://www.wikidata.org/entity/Q1017066
http://www.wikidata.org/entity/Q972569,Новый Дораэмон 3: Нобита и легенда о Зеленом Гиганте,http://www.wikidata.org/entity/Q1192158,http://www.wikidata.org/entity/Q1192158
http://www.wikidata.org/entity/Q972569,Новый Дораэмон 3: Нобита и легенда о Зеленом Гиганте,http://www.wikidata.org/entity/Q1207010,http://www.wikidata.org/entity/Q1207010
http://www.wikidata.org/entity/Q972569,Новый Дораэмон 3: Нобита и легенда о Зеленом Гиганте,http://www.wikidata.org/entity/Q1373594,http://www.wikidata.org/entity/Q1373594
http://www.wikidata.org/entity/Q1303713,Исток,http://www.wikidata.org/entity/Q2440809,http://www.wikidata.org/entity/Q2440809
http://www.wikidata.org/entity/Q1303713,Исток,http://www.wikidata.org/entity/Q2462286,http://www.wikidata.org/entity/Q2462286
http://www.wikidata.org/entity/Q1373594,Yumi Kakazu,http://www.wikidata.org/entity/Q972569,seiyu
http://www.wikidata.org/entity/Q972569,Новый Дораэмон 3: Нобита и легенда о Зеленом Гиганте,http://www.wikidata.org/entity/Q7630810,http://www.wikidata.org/entity/Q7630810
http://www.wikidata.org/entity/Q1139881,"Юя, Ацуко",http://www.wikidata.org/entity/Q1303713,seiyu
http://www.wikidata.org/entity/Q1205717,"Тинэн, Юри",http://www.wikidata.org/entity/Q965699,seiyu
http://www.wikidata.org/entity/Q7630810,"Кимура, Субару",http://www.wikidata.org/entity/Q972569,seiyu
http://www.wikidata.org/entity/Q2462286,Мугихито,http://www.wikidata.org/entity/Q1303713,seiyu
http://www.wikidata.org/entity/Q1059793,"Такамото, Мэгуми",http://www.wikidata.org/entity/Q1004318,seiyu
http://www.wikidata.org/entity/Q1060969,Хироси Нака,http://www.wikidata.org/entity/Q1303713,seiyu
http://www.wikidata.org/entity/Q460361,"Морикава, Тосиюки",http://www.wikidata.org/entity/Q1004318,seiyu
http://www.wikidata.org/entity/Q571148,Тосико Фудзита,http://www.wikidata.org/entity/Q1049097,seiyu
http://www.wikidata.org/entity/Q18735,"Мицуиси, Котоно",http://www.wikidata.org/entity/Q972569,seiyu
http://www.wikidata.org/entity/Q1067530,"Эндо, Кэнъити",http://www.wikidata.org/entity/Q1303713,seiyu
http://www.wikidata.org/entity/Q900454,Okojo-san,http://www.wikidata.org/entity/Q49552,http://www.wikidata.org/entity/Q49552
http://www.wikidata.org/entity/Q1192158,"Мацумото, Ясунори",http://www.wikidata.org/entity/Q972569,seiyu
http://www.wikidata.org/entity/Q430395,"Намба, Кэйити",http://www.wikidata.org/entity/Q1049097,seiyu
http://www.wikidata.org/entity/Q1004318,Стальной алхимик: Священная звезда Милоса,http://www.wikidata.org/entity/Q49547,http://www.wikidata.org/entity/Q49547
http://www.wikidata.org/entity/Q1004318,Стальной алхимик: Священная звезда Милоса,http://www.wikidata.org/entity/Q49554,http://www.wikidata.org/entity/Q49554
http://www.wikidata.org/entity/Q1004318,Стальной алхимик: Священная звезда Милоса,http://www.wikidata.org/entity/Q233902,http://www.wikidata.org/entity/Q233902
http://www.wikidata.org/entity/Q1004318,Стальной алхимик: Священная звезда Милоса,http://www.wikidata.org/entity/Q235216,http://www.wikidata.org/entity/Q235216
http://www.wikidata.org/entity/Q1004318,Стальной алхимик: Священная звезда Милоса,http://www.wikidata.org/entity/Q460361,http://www.wikidata.org/entity/Q460361
http://www.wikidata.org/entity/Q1004318,Стальной алхимик: Священная звезда Милоса,http://www.wikidata.org/entity/Q535637,http://www.wikidata.org/entity/Q535637
http://www.wikidata.org/entity/Q1004318,Стальной алхимик: Священная звезда Милоса,http://www.wikidata.org/entity/Q719326,http://www.wikidata.org/entity/Q719326
http://www.wikidata.org/entity/Q1004318,Стальной алхимик: Священная звезда Милоса,http://www.wikidata.org/entity/Q847661,http://www.wikidata.org/entity/Q847661
http://www.wikidata.org/entity/Q1004318,Стальной алхимик: Священная звезда Милоса,http://www.wikidata.org/entity/Q1059793,http://www.wikidata.org/entity/Q1059793
http://www.wikidata.org/entity/Q1004318,Стальной алхимик: Священная звезда Милоса,http://www.wikidata.org/entity/Q1135000,http://www.wikidata.org/entity/Q1135000
http://www.wikidata.org/entity/Q1004318,Стальной алхимик: Священная звезда Милоса,http://www.wikidata.org/entity/Q1359788,http://www.wikidata.org/entity/Q1359788
http://www.wikidata.org/entity/Q1004318,Стальной алхимик: Священная звезда Милоса,http://www.wikidata.org/entity/Q2027862,http://www.wikidata.org/entity/Q2027862
http://www.wikidata.org/entity/Q1010229,"Наканиси, Таэко",http://www.wikidata.org/entity/Q1049097,seiyu
http://www.wikidata.org/entity/Q1004318,Стальной алхимик: Священная звезда Милоса,http://www.wikidata.org/entity/Q3113155,http://www.wikidata.org/entity/Q3113155
http://www.wikidata.org/entity/Q253873,Аой Миядзаки,http://www.wikidata.org/entity/Q1303713,seiyu
http://www.wikidata.org/entity/Q305023,"Хосино, Мицуаки",http://www.wikidata.org/entity/Q1303713,seiyu
http://www.wikidata.org/entity/Q869393,Изгнанник: Среброкрылая Фам,http://www.wikidata.org/entity/Q242014,http://www.wikidata.org/entity/Q242014
http://www.wikidata.org/entity/Q2440809,"Танака, Хидэюки",http://www.wikidata.org/entity/Q1303713,seiyu
http://www.wikidata.org/entity/Q869393,Изгнанник: Среброкрылая Фам,http://www.wikidata.org/entity/Q1347031,http://www.wikidata.org/entity/Q1347031
http://www.wikidata.org/entity/Q1343503,"Нагасэ, Томоя",http://www.wikidata.org/entity/Q965699,seiyu
http://www.wikidata.org/entity/Q1323399,"Минами, Оми",http://www.wikidata.org/entity/Q1303713,seiyu
http://www.wikidata.org/entity/Q1323728,"Симада, Бин",http://www.wikidata.org/entity/Q1049097,seiyu
http://www.wikidata.org/entity/Q864761,"Хорикита, Маки",http://www.wikidata.org/entity/Q972569,seiyu
http://www.wikidata.org/entity/Q2027862,"Фурусима, Киётака",http://www.wikidata.org/entity/Q1004318,seiyu
http://www.wikidata.org/entity/Q1007984,"Такамори, Ёсино",http://www.wikidata.org/entity/Q1049097,seiyu
http://www.wikidata.org/entity/Q2778060,Ёсито Ясухара,http://www.wikidata.org/entity/Q1049097,seiyu
http://www.wikidata.org/entity/Q535637,"Уцуми, Кэндзи",http://www.wikidata.org/entity/Q1004318,seiyu
http://www.wikidata.org/entity/Q1021894,"Хоки, Кацухиса",http://www.wikidata.org/entity/Q1303713,seiyu
http://www.wikidata.org/entity/Q233902,Пак Роми,http://www.wikidata.org/entity/Q1004318,seiyu
http://www.wikidata.org/entity/Q2735330,Хидэкацу Сибата,http://www.wikidata.org/entity/Q1049097,seiyu
http://www.wikidata.org/entity/Q1138332,"Оосуги, Рэн",http://www.wikidata.org/entity/Q1303713,seiyu
http://www.wikidata.org/entity/Q1359788,"Киути, Хидэнобу",http://www.wikidata.org/entity/Q1004318,seiyu
http://www.wikidata.org/entity/Q49552,"Савасиро, Миюки",http://www.wikidata.org/entity/Q900454,seiyu
http://www.wikidata.org/entity/Q449621,"Накадай, Тацуя",http://www.wikidata.org/entity/Q15733151,seiyu
http://www.wikidata.org/entity/Q17349748,"Утида, Юма",http://www.wikidata.org/entity/Q48749208,seiyu
http://www.wikidata.org/entity/Q3545463,"Янагихара, Канако",http://www.wikidata.org/entity/Q15733151,seiyu
http://www.wikidata.org/entity/Q48749208,Macross Delta the Movie: Passionate Walküre,http://www.wikidata.org/entity/Q236715,http://www.wikidata.org/entity/Q236715
http://www.wikidata.org/entity/Q48749208,Macross Delta the Movie: Passionate Walküre,http://www.wikidata.org/entity/Q865906,http://www.wikidata.org/entity/Q865906
http://www.wikidata.org/entity/Q1206674,"Маэно, Томоаки",http://www.wikidata.org/entity/Q30846544,seiyu
http://www.wikidata.org/entity/Q1138318,Yūsuke Santamaria,http://www.wikidata.org/entity/Q15733151,seiyu
http://www.wikidata.org/entity/Q48749208,Macross Delta the Movie: Passionate Walküre,http://www.wikidata.org/entity/Q4703774,http://www.wikidata.org/entity/Q4703774
http://www.wikidata.org/entity/Q16264425,"Уэда, Рэина",http://www.wikidata.org/entity/Q15574647,seiyu
http://www.wikidata.org/entity/Q48749208,Macross Delta the Movie: Passionate Walküre,http://www.wikidata.org/entity/Q11451654,http://www.wikidata.org/entity/Q11451654
http://www.wikidata.org/entity/Q50025,"Томацу, Харука",http://www.wikidata.org/entity/Q21329154,seiyu
http://www.wikidata.org/entity/Q15733151,Остров Джованни,http://www.wikidata.org/entity/Q449621,http://www.wikidata.org/entity/Q449621
http://www.wikidata.org/entity/Q15733151,Остров Джованни,http://www.wikidata.org/entity/Q1138318,http://www.wikidata.org/entity/Q1138318
http://www.wikidata.org/entity/Q15733151,Остров Джованни,http://www.wikidata.org/entity/Q1143674,http://www.wikidata.org/entity/Q1143674
http://www.wikidata.org/entity/Q15733151,Остров Джованни,http://www.wikidata.org/entity/Q1752331,http://www.wikidata.org/entity/Q1752331
http://www.wikidata.org/entity/Q1752331,"Итимура, Масатика",http://www.wikidata.org/entity/Q15733151,seiyu
http://www.wikidata.org/entity/Q15733151,Остров Джованни,http://www.wikidata.org/entity/Q3545463,http://www.wikidata.org/entity/Q3545463
http://www.wikidata.org/entity/Q15733151,Остров Джованни,http://www.wikidata.org/entity/Q3546783,http://www.wikidata.org/entity/Q3546783
http://www.wikidata.org/entity/Q48749208,Macross Delta the Movie: Passionate Walküre,http://www.wikidata.org/entity/Q17349748,http://www.wikidata.org/entity/Q17349748
http://www.wikidata.org/entity/Q48749208,Macross Delta the Movie: Passionate Walküre,http://www.wikidata.org/entity/Q22129371,http://www.wikidata.org/entity/Q22129371
http://www.wikidata.org/entity/Q48749208,Macross Delta the Movie: Passionate Walküre,http://www.wikidata.org/entity/Q24870899,http://www.wikidata.org/entity/Q24870899
http://www.wikidata.org/entity/Q9125022,"Оохаси, Аяка",http://www.wikidata.org/entity/Q15574647,seiyu
http://www.wikidata.org/entity/Q21329154,Yo-Kai Watch: Enma Daiō to Itsutsu no Monogatari da Nyan!,http://www.wikidata.org/entity/Q50025,http://www.wikidata.org/entity/Q50025
http://www.wikidata.org/entity/Q11485494,"Ниси, Асука",http://www.wikidata.org/entity/Q15574647,seiyu
http://www.wikidata.org/entity/Q1143674,"Накама, Юкиэ",http://www.wikidata.org/entity/Q15733151,seiyu
http://www.wikidata.org/entity/Q236715,"Косимидзу, Ами",http://www.wikidata.org/entity/Q48749208,seiyu
http://www.wikidata.org/entity/Q1041924,"Татибана, Синносукэ",http://www.wikidata.org/entity/Q30846544,seiyu
http://www.wikidata.org/entity/Q5237224,David Matranga,http://www.wikidata.org/entity/Q30846544,seiyu
http://www.wikidata.org/entity/Q11451654,"Ясуно, Киёно",http://www.wikidata.org/entity/Q48749208,seiyu
http://www.wikidata.org/entity/Q3546783,Каору Ятигуса,http://www.wikidata.org/entity/Q15733151,seiyu
http://www.wikidata.org/entity/Q865906,"Тояма, Нао",http://www.wikidata.org/entity/Q48749208,seiyu
http://www.wikidata.org/entity/Q15574647,Tesagure! Bukatsu-mono,http://www.wikidata.org/entity/Q908367,http://www.wikidata.org/entity/Q908367
http://www.wikidata.org/entity/Q24870899,Nozomi Nishida,http://www.wikidata.org/entity/Q48749208,seiyu
http://www.wikidata.org/entity/Q11429286,"Масуда, Тосики",http://www.wikidata.org/entity/Q30846544,seiyu
http://www.wikidata.org/entity/Q15574647,Tesagure! Bukatsu-mono,http://www.wikidata.org/entity/Q6132818,http://www.wikidata.org/entity/Q6132818
http://www.wikidata.org/entity/Q15574647,Tesagure! Bukatsu-mono,http://www.wikidata.org/entity/Q9125022,http://www.wikidata.org/entity/Q9125022
http://www.wikidata.org/entity/Q15574647,Tesagure! Bukatsu-mono,http://www.wikidata.org/entity/Q11485494,http://www.wikidata.org/entity/Q11485494
http://www.wikidata.org/entity/Q15574647,Tesagure! Bukatsu-mono,http://www.wikidata.org/entity/Q16264425,http://www.wikidata.org/entity/Q16264425
http://www.wikidata.org/entity/Q30846544,Монополия моего героя,http://www.wikidata.org/entity/Q957795,http://www.wikidata.org/entity/Q957795
http://www.wikidata.org/entity/Q30846544,Монополия моего героя,http://www.wikidata.org/entity/Q1041924,http://www.wikidata.org/entity/Q1041924
http://www.wikidata.org/entity/Q30846544,Монополия моего героя,http://www.wikidata.org/entity/Q1206674,http://www.wikidata.org/entity/Q1206674
http://www.wikidata.org/entity/Q30846544,Монополия моего героя,http://www.wikidata.org/entity/Q5237224,http://www.wikidata.org/entity/Q5237224
http://www.wikidata.org/entity/Q30846544,Монополия моего героя,http://www.wikidata.org/entity/Q11429286,http://www.wikidata.org/entity/Q11429286
http://www.wikidata.org/entity/Q6132818,"Огино, Карин",http://www.wikidata.org/entity/Q15574647,seiyu
http://www.wikidata.org/entity/Q22129371,"Судзуки, Минори",http://www.wikidata.org/entity/Q48749208,seiyu
http://www.wikidata.org/entity/Q4703774,"Сэто, Асами",http://www.wikidata.org/entity/Q48749208,seiyu
http://www.wikidata.org/entity/Q30846544,Монополия моего героя,http://www.wikidata.org/entity/Q19881412,http://www.wikidata.org/entity/Q19881412
http://www.wikidata.org/entity/Q908367,"Акэсака, Сатоми",http://www.wikidata.org/entity/Q15574647,seiyu
http://www.wikidata.org/entity/Q957795,"Мацуока, Ёсицугу",http://www.wikidata.org/entity/Q30846544,seiyu
http://www.wikidata.org/entity/Q19881412,Austin Tindle,http://www.wikidata.org/entity/Q30846544,seiyu
http://www.wikidata.org/entity/Q26045217,Yuki Otani,http://www.wikidata.org/entity/Q107525549,seiyu
http://www.wikidata.org/entity/Q1114341,Иэмаса Каюми,http://www.wikidata.org/entity/Q382828,seiyu
http://www.wikidata.org/entity/Q1201334,"Сэки, Тосихико",http://www.wikidata.org/entity/Q39256,seiyu
http://www.wikidata.org/entity/Q1057331,"Саикати, Рюдзи",http://www.wikidata.org/entity/Q382828,seiyu
http://www.wikidata.org/entity/Q14756009,"Такахаси, Минами",http://www.wikidata.org/entity/Q107525549,seiyu
http://www.wikidata.org/entity/Q1352269,"Накао, Рюсэй",http://www.wikidata.org/entity/Q382828,seiyu
http://www.wikidata.org/entity/Q2706764,"Хисамура, Эйко",http://www.wikidata.org/entity/Q382828,seiyu
http://www.wikidata.org/entity/Q418649,"Оцука, Акио",http://www.wikidata.org/entity/Q39256,seiyu
http://www.wikidata.org/entity/Q107525549,Боги-гиганты и замок ледяных цветов,http://www.wikidata.org/entity/Q107525057,http://www.wikidata.org/entity/Q107525057
http://www.wikidata.org/entity/Q4353745,"Китамура, Коити",http://www.wikidata.org/entity/Q39256,seiyu
http://www.wikidata.org/entity/Q11487184,Кумико Хиронака,http://www.wikidata.org/entity/Q39256,seiyu
http://www.wikidata.org/entity/Q535637,"Уцуми, Кэндзи",http://www.wikidata.org/entity/Q39256,seiyu
http://www.wikidata.org/entity/Q957795,"Мацуока, Ёсицугу",http://www.wikidata.org/entity/Q107525549,seiyu
http://www.wikidata.org/entity/Q2590930,"Сасаки, Нодзому",http://www.wikidata.org/entity/Q39256,seiyu
http://www.wikidata.org/entity/Q107525549,Боги-гиганты и замок ледяных цветов,http://www.wikidata.org/entity/Q233902,http://www.wikidata.org/entity/Q233902
http://www.wikidata.org/entity/Q107525549,Боги-гиганты и замок ледяных цветов,http://www.wikidata.org/entity/Q957795,http://www.wikidata.org/entity/Q957795
http://www.wikidata.org/entity/Q107525057,しにがみ,http://www.wikidata.org/entity/Q107525549,seiyu
http://www.wikidata.org/entity/Q107525549,Боги-гиганты и замок ледяных цветов,http://www.wikidata.org/entity/Q4116691,http://www.wikidata.org/entity/Q4116691
http://www.wikidata.org/entity/Q4116691,"Тадано, Ёхэи",http://www.wikidata.org/entity/Q107525549,seiyu
http://www.wikidata.org/entity/Q8979290,"Косэки, Хадзимэ",http://www.wikidata.org/entity/Q39256,seiyu
http://www.wikidata.org/entity/Q11457832,"Тэрасима, Микио",http://www.wikidata.org/entity/Q39256,seiyu
http://www.wikidata.org/entity/Q107525549,Боги-гиганты и замок ледяных цветов,http://www.wikidata.org/entity/Q11523377,http://www.wikidata.org/entity/Q11523377
http://www.wikidata.org/entity/Q1185197,"Эбара, Масаси",http://www.wikidata.org/entity/Q39256,seiyu
http://www.wikidata.org/entity/Q107525549,Боги-гиганты и замок ледяных цветов,http://www.wikidata.org/entity/Q14756009,http://www.wikidata.org/entity/Q14756009
http://www.wikidata.org/entity/Q233902,Пак Роми,http://www.wikidata.org/entity/Q107525549,seiyu
http://www.wikidata.org/entity/Q49564,"Сакума, Рэй",http://www.wikidata.org/entity/Q39256,seiyu
http://www.wikidata.org/entity/Q382828,Legend of Lemnear,http://www.wikidata.org/entity/Q418649,http://www.wikidata.org/entity/Q418649
http://www.wikidata.org/entity/Q382828,Legend of Lemnear,http://www.wikidata.org/entity/Q1057331,http://www.wikidata.org/entity/Q1057331
http://www.wikidata.org/entity/Q382828,Legend of Lemnear,http://www.wikidata.org/entity/Q1114341,http://www.wikidata.org/entity/Q1114341
http://www.wikidata.org/entity/Q382828,Legend of Lemnear,http://www.wikidata.org/entity/Q1352269,http://www.wikidata.org/entity/Q1352269
http://www.wikidata.org/entity/Q107525549,Боги-гиганты и замок ледяных цветов,http://www.wikidata.org/entity/Q26045217,http://www.wikidata.org/entity/Q26045217
http://www.wikidata.org/entity/Q382828,Legend of Lemnear,http://www.wikidata.org/entity/Q2668024,http://www.wikidata.org/entity/Q2668024
http://www.wikidata.org/entity/Q382828,Legend of Lemnear,http://www.wikidata.org/entity/Q2706764,http://www.wikidata.org/entity/Q2706764
http://www.wikidata.org/entity/Q39256,Angel Cop,http://www.wikidata.org/entity/Q49564,http://www.wikidata.org/entity/Q49564
http://www.wikidata.org/entity/Q39256,Angel Cop,http://www.wikidata.org/entity/Q271859,http://www.wikidata.org/entity/Q271859
http://www.wikidata.org/entity/Q39256,Angel Cop,http://www.wikidata.org/entity/Q418649,http://www.wikidata.org/entity/Q418649
http://www.wikidata.org/entity/Q39256,Angel Cop,http://www.wikidata.org/entity/Q535637,http://www.wikidata.org/entity/Q535637
http://www.wikidata.org/entity/Q382828,Legend of Lemnear,http://www.wikidata.org/entity/Q4451039,http://www.wikidata.org/entity/Q4451039
http://www.wikidata.org/entity/Q39256,Angel Cop,http://www.wikidata.org/entity/Q1185197,http://www.wikidata.org/entity/Q1185197
http://www.wikidata.org/entity/Q39256,Angel Cop,http://www.wikidata.org/entity/Q1201334,http://www.wikidata.org/entity/Q1201334
http://www.wikidata.org/entity/Q39256,Angel Cop,http://www.wikidata.org/entity/Q1353468,http://www.wikidata.org/entity/Q1353468
http://www.wikidata.org/entity/Q39256,Angel Cop,http://www.wikidata.org/entity/Q2529130,http://www.wikidata.org/entity/Q2529130
http://www.wikidata.org/entity/Q39256,Angel Cop,http://www.wikidata.org/entity/Q2590930,http://www.wikidata.org/entity/Q2590930
http://www.wikidata.org/entity/Q11523377,"Мурасэ, Аюму",http://www.wikidata.org/entity/Q107525549,seiyu
http://www.wikidata.org/entity/Q39256,Angel Cop,http://www.wikidata.org/entity/Q4353745,http://www.wikidata.org/entity/Q4353745
http://www.wikidata.org/entity/Q1353468,"Дои, Мика",http://www.wikidata.org/entity/Q39256,seiyu
http://www.wikidata.org/entity/Q271859,Юко Мидзутани,http://www.wikidata.org/entity/Q39256,seiyu
http://www.wikidata.org/entity/Q39256,Angel Cop,http://www.wikidata.org/entity/Q7105696,http://www.wikidata.org/entity/Q7105696
http://www.wikidata.org/entity/Q39256,Angel Cop,http://www.wikidata.org/entity/Q8979290,http://www.wikidata.org/entity/Q8979290
http://www.wikidata.org/entity/Q418649,"Оцука, Акио",http://www.wikidata.org/entity/Q382828,seiyu
http://www.wikidata.org/entity/Q4451039,"Танака, Нобуо",http://www.wikidata.org/entity/Q382828,seiyu
http://www.wikidata.org/entity/Q2529130,"Гэнда, Тэссё",http://www.wikidata.org/entity/Q39256,seiyu
http://www.wikidata.org/entity/Q39256,Angel Cop,http://www.wikidata.org/entity/Q11457832,http://www.wikidata.org/entity/Q11457832
http://www.wikidata.org/entity/Q39256,Angel Cop,http://www.wikidata.org/entity/Q11487184,http://www.wikidata.org/entity/Q11487184
http://www.wikidata.org/entity/Q2668024,Кэйко Ёкодзава,http://www.wikidata.org/entity/Q382828,seiyu
http://www.wikidata.org/entity/Q7105696,"Сака, Осаму",http://www.wikidata.org/entity/Q39256,seiyu
http://www.wikidata.org/entity/Q11411149,"Фурукава, Макото",http://www.wikidata.org/entity/Q102176223,seiyu
http://www.wikidata.org/entity/Q1139886,"Хосоя, Ёсимаса",http://www.wikidata.org/entity/Q102176222,seiyu
http://www.wikidata.org/entity/Q1139886,"Хосоя, Ёсимаса",http://www.wikidata.org/entity/Q102176223,seiyu
http://www.wikidata.org/entity/Q850710,"Оохаси, Кэнъитиро",http://www.wikidata.org/entity/Q102176223,seiyu
http://www.wikidata.org/entity/Q101530036,Agent Aika,http://www.wikidata.org/entity/Q49564,http://www.wikidata.org/entity/Q49564
http://www.wikidata.org/entity/Q101530036,Agent Aika,http://www.wikidata.org/entity/Q847661,http://www.wikidata.org/entity/Q847661
http://www.wikidata.org/entity/Q101530036,Agent Aika,http://www.wikidata.org/entity/Q1187760,http://www.wikidata.org/entity/Q1187760
http://www.wikidata.org/entity/Q101530036,Agent Aika,http://www.wikidata.org/entity/Q1208611,http://www.wikidata.org/entity/Q1208611
http://www.wikidata.org/entity/Q101530036,Agent Aika,http://www.wikidata.org/entity/Q1323029,http://www.wikidata.org/entity/Q1323029
http://www.wikidata.org/entity/Q1183854,"Игути, Юка",http://www.wikidata.org/entity/Q102176222,seiyu
http://www.wikidata.org/entity/Q101530036,Agent Aika,http://www.wikidata.org/entity/Q2447488,http://www.wikidata.org/entity/Q2447488
http://www.wikidata.org/entity/Q44552,Утида Маая,http://www.wikidata.org/entity/Q102176222,seiyu
