seiyu,seiyuLabel,bDate
http://www.wikidata.org/entity/Q1187760,Jūrōta Kosugi,1957-12-19T00:00:00Z
http://www.wikidata.org/entity/Q937306,Kōji Yada,1933-04-15T00:00:00Z
http://www.wikidata.org/entity/Q18460273,Shō Nogami,1988-01-01T00:00:00Z
http://www.wikidata.org/entity/Q18759065,شونسكي تاكيوتشي,1997-09-12T00:00:00Z
http://www.wikidata.org/entity/Q20039636,Akari Kitō,1994-10-16T00:00:00Z
http://www.wikidata.org/entity/Q2462086,Naoko Watanabe,1959-11-22T00:00:00Z
http://www.wikidata.org/entity/Q2463489,إيسيه فوتاماتا,1955-03-15T00:00:00Z
http://www.wikidata.org/entity/Q2480993,Maya Okamoto,1967-02-03T00:00:00Z
http://www.wikidata.org/entity/Q3293064,Mariko Mukai,1937-10-13T00:00:00Z
http://www.wikidata.org/entity/Q3546293,Ai Satō,1955-02-12T00:00:00Z
http://www.wikidata.org/entity/Q3857508,ريو ناتسوكي,1960-01-25T00:00:00Z
http://www.wikidata.org/entity/Q4116822,Minoru Inaba,1951-11-08T00:00:00Z
http://www.wikidata.org/entity/Q4260679,Kazuhiko Kishino,1934-02-14T00:00:00Z
http://www.wikidata.org/entity/Q943062,نوريو واكاموتو,1945-10-18T00:00:00Z
http://www.wikidata.org/entity/Q975694,Junpei Takiguchi,1931-04-17T00:00:00Z
http://www.wikidata.org/entity/Q1059620,Kōzō Shioya,1955-08-18T00:00:00Z
http://www.wikidata.org/entity/Q1060459,Akiko Kimura,1970-06-28T00:00:00Z
http://www.wikidata.org/entity/Q1060459,Akiko Kimura,1971-06-28T00:00:00Z
http://www.wikidata.org/entity/Q4450268,Hiroshi Takemura,1953-10-24T00:00:00Z
http://www.wikidata.org/entity/Q4701159,Akira Murayama,1948-04-02T00:00:00Z
http://www.wikidata.org/entity/Q3031438,Mayumi Shō,1965-02-05T00:00:00Z
http://www.wikidata.org/entity/Q20749333,إينا سوزوكي,1995-07-23T00:00:00Z
http://www.wikidata.org/entity/Q22128472,Yūya Hirose,1996-04-09T00:00:00Z
http://www.wikidata.org/entity/Q23846671,تاكو ياشيرو,1993-01-06T00:00:00Z
http://www.wikidata.org/entity/Q28690535,Yuri Noguchi,1992-12-24T00:00:00Z
http://www.wikidata.org/entity/Q1062474,Eriko Hara,1959-11-01T00:00:00Z
http://www.wikidata.org/entity/Q5485411,Yukiko Tamaki,1980-02-10T00:00:00Z
http://www.wikidata.org/entity/Q6378136,كاتسومي سوزوكي,1956-08-05T00:00:00Z
http://www.wikidata.org/entity/Q6426809,كوكورو كيكوتشي,1982-11-09T00:00:00Z
http://www.wikidata.org/entity/Q6434739,Kousei Yagi,1930-02-13T00:00:00Z
http://www.wikidata.org/entity/Q1076203,Akihiro Miwa,1935-05-15T00:00:00Z
http://www.wikidata.org/entity/Q1329075,Yuri Shiratori,1968-08-20T00:00:00Z
http://www.wikidata.org/entity/Q1329906,Marina Inoue,1985-01-20T00:00:00Z
http://www.wikidata.org/entity/Q38276919,Ryōta Suzuki,1998-12-22T00:00:00Z
http://www.wikidata.org/entity/Q50286740,Yukari Anzai,1995-12-31T00:00:00Z
http://www.wikidata.org/entity/Q4298569,Sanae Miyuki,1959-04-02T00:00:00Z
http://www.wikidata.org/entity/Q4701112,Akio Nojima,1945-04-06T00:00:00Z
http://www.wikidata.org/entity/Q6734129,Mahito Tsujimura,1930-04-14T00:00:00Z
http://www.wikidata.org/entity/Q6884551,ميوكي ماتسوشيتا,1969-12-24T00:00:00Z
http://www.wikidata.org/entity/Q6962323,Nana Yamaguchi,1938-08-10T00:00:00Z
http://www.wikidata.org/entity/Q1117893,Tomiko Suzuki,1956-01-03T00:00:00Z
http://www.wikidata.org/entity/Q6383674,Keiko Hanagata,1935-06-02T00:00:00Z
http://www.wikidata.org/entity/Q7827815,Toshiya Ueda,1933-02-24T00:00:00Z
http://www.wikidata.org/entity/Q8054922,Yonehiko Kitagawa,1931-06-09T00:00:00Z
http://www.wikidata.org/entity/Q9211633,ياسو موراماتسو,1933-04-06T00:00:00Z
http://www.wikidata.org/entity/Q9347752,كينجي أكاباني,1984-10-31T00:00:00Z
http://www.wikidata.org/entity/Q1189677,Chieko Honda,1963-03-28T00:00:00Z
http://www.wikidata.org/entity/Q49993,Ayahi Takagaki,1985-10-25T00:00:00Z
http://www.wikidata.org/entity/Q6869317,Minoru Yada,1931-04-27T00:00:00Z
http://www.wikidata.org/entity/Q7415462,Sanae Takagi,1955-05-21T00:00:00Z
http://www.wikidata.org/entity/Q11365227,Meiko Nakamura,1934-05-13T00:00:00Z
http://www.wikidata.org/entity/Q11365883,Hidetoshi Nakamura,1954-07-12T00:00:00Z
http://www.wikidata.org/entity/Q11380167,ماساكازو ايتو,1953-02-14T00:00:00Z
http://www.wikidata.org/entity/Q11425720,Akiko Tsuboi,1937-01-01T00:00:00Z
http://www.wikidata.org/entity/Q11531749,Chie Matsuura,1980-10-01T00:00:00Z
http://www.wikidata.org/entity/Q9125634,Toshiko Kōmura,1941-02-07T00:00:00Z
http://www.wikidata.org/entity/Q11614895,Takaomi Ashizawa,1975-07-19T00:00:00Z
http://www.wikidata.org/entity/Q9311131,Tomie Kataoka,1944-11-02T00:00:00Z
http://www.wikidata.org/entity/Q11382640,Natsumi Sakuma,1944-08-10T00:00:00Z
http://www.wikidata.org/entity/Q11397577,"Маэда, Тосико",1932-10-05T00:00:00Z
http://www.wikidata.org/entity/Q11457825,Nobuko Terashima,1929-01-23T00:00:00Z
http://www.wikidata.org/entity/Q2015996,فيومي شيرايشي,1936-10-14T00:00:00Z
http://www.wikidata.org/entity/Q2083310,Mari Okamoto,1954-10-31T00:00:00Z
http://www.wikidata.org/entity/Q2703731,Kei Tomiyama,1938-10-31T00:00:00Z
http://www.wikidata.org/entity/Q11516811,Mizuka Arima,1948-01-16T00:00:00Z
http://www.wikidata.org/entity/Q11623777,Natsuko Fuji,1939-12-16T00:00:00Z
http://www.wikidata.org/entity/Q11638958,Takako Kondō,1935-10-04T00:00:00Z
http://www.wikidata.org/entity/Q11670890,Hiroko Takahashi,1948-12-08T00:00:00Z
http://www.wikidata.org/entity/Q3603,Jack Angel,1930-10-24T00:00:00Z
http://www.wikidata.org/entity/Q322979,يومي أوتشياما,1987-10-30T00:00:00Z
http://www.wikidata.org/entity/Q2311628,Hiromi Tsuru,1960-03-29T00:00:00Z
http://www.wikidata.org/entity/Q2312950,كويتشي هاشيموتو,1953-01-12T00:00:00Z
http://www.wikidata.org/entity/Q2447488,Kaneto Shiozawa,1954-01-28T00:00:00Z
http://www.wikidata.org/entity/Q3276229,Tomohiro Nishimura,1961-02-02T00:00:00Z
http://www.wikidata.org/entity/Q3514205,تاكاشي ناغاساكو,1964-02-24T00:00:00Z
http://www.wikidata.org/entity/Q3850646,ماسافومي كيمورا,1976-03-03T00:00:00Z
http://www.wikidata.org/entity/Q3850646,ماسافومي كيمورا,1977-03-03T00:00:00Z
http://www.wikidata.org/entity/Q2461989,Masami Kikuchi,1960-04-24T00:00:00Z
http://www.wikidata.org/entity/Q2463673,Bob Papenbrook,1955-09-18T00:00:00Z
http://www.wikidata.org/entity/Q4292822,Manabi Mizuno,1975-07-27T00:00:00Z
http://www.wikidata.org/entity/Q4292822,Manabi Mizuno,1977-07-27T00:00:00Z
http://www.wikidata.org/entity/Q5354390,Konami Yoshida,1967-06-06T00:00:00Z
http://www.wikidata.org/entity/Q6381540,Kazuko Yanaga,1947-04-14T00:00:00Z
http://www.wikidata.org/entity/Q152707,Rina Hidaka,1994-06-15T00:00:00Z
http://www.wikidata.org/entity/Q391799,Rei Matsuzaki,1985-05-31T00:00:00Z
http://www.wikidata.org/entity/Q2468138,Johnny Yong Bosch,1986-10-06T00:00:00Z
http://www.wikidata.org/entity/Q2499512,ناوكي ياناغي,1972-11-01T00:00:00Z
http://www.wikidata.org/entity/Q2565019,Hiroya Ishimaru,1941-02-12T00:00:00Z
http://www.wikidata.org/entity/Q2565019,Hiroya Ishimaru,1946-02-12T00:00:00Z
http://www.wikidata.org/entity/Q584626,Sumi Shimamoto,1954-12-08T00:00:00Z
http://www.wikidata.org/entity/Q420417,Sora Tokui,1989-12-26T00:00:00Z
http://www.wikidata.org/entity/Q267772,Gary Chalk,1952-02-17T00:00:00Z
http://www.wikidata.org/entity/Q2719755,Wakana Yamazaki,1965-03-21T00:00:00Z
http://www.wikidata.org/entity/Q868226,كازويوكي أوكيتسو,1980-03-08T00:00:00Z
http://www.wikidata.org/entity/Q902023,ريو نايتو,1974-06-22T00:00:00Z
http://www.wikidata.org/entity/Q775624,Taiten Kusunoki,1967-03-18T00:00:00Z
http://www.wikidata.org/entity/Q228512,Mayumi Iizuka,1977-01-03T00:00:00Z
http://www.wikidata.org/entity/Q2995699,Mayumi Asano,1969-11-13T00:00:00Z
http://www.wikidata.org/entity/Q3136369,Hiroshi Ōtake,1932-03-14T00:00:00Z
http://www.wikidata.org/entity/Q874605,Sumire Uesaka,1991-12-19T00:00:00Z
http://www.wikidata.org/entity/Q988955,Takako Honda,1972-08-14T00:00:00Z
http://www.wikidata.org/entity/Q1142180,Junji Majima,1978-05-13T00:00:00Z
http://www.wikidata.org/entity/Q3810349,Joshua Seth,1970-12-02T00:00:00Z
http://www.wikidata.org/entity/Q4115613,كازوهيرو ناكاتا,1958-03-19T00:00:00Z
http://www.wikidata.org/entity/Q5097290,تشيهيرو كوساكا,1978-12-09T00:00:00Z
http://www.wikidata.org/entity/Q658394,Christine Auten,1969-02-26T00:00:00Z
http://www.wikidata.org/entity/Q658394,Christine Auten,1969-05-07T00:00:00Z
http://www.wikidata.org/entity/Q465532,Ryōko Ono,1977-06-22T00:00:00Z
http://www.wikidata.org/entity/Q1152539,نورياكي سوغياما,1974-03-09T00:00:00Z
http://www.wikidata.org/entity/Q1186964,Mao Ichimichi,1992-02-01T00:00:00Z
http://www.wikidata.org/entity/Q843552,Vic Mignogna,1963-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5102055,تشيساتو ناكاجيما,1961-03-10T00:00:00Z
http://www.wikidata.org/entity/Q6147699,Jamieson Price,1961-04-28T00:00:00Z
http://www.wikidata.org/entity/Q6381543,Kazuma Horie,1976-07-23T00:00:00Z
http://www.wikidata.org/entity/Q6419096,Kiyoshi Kawakubo,1929-11-18T00:00:00Z
http://www.wikidata.org/entity/Q1000626,Hiroshi Yanaka,1958-03-10T00:00:00Z
http://www.wikidata.org/entity/Q7153744,Paul St. Peter,1958-04-26T00:00:00Z
http://www.wikidata.org/entity/Q8056136,Yoshiko Asai,1941-03-21T00:00:00Z
http://www.wikidata.org/entity/Q11260935,Hisafumi Oda,1981-03-02T00:00:00Z
http://www.wikidata.org/entity/Q864846,ميغومي تويوغوتشي,1978-01-02T00:00:00Z
http://www.wikidata.org/entity/Q907628,Shiho Kikuchi,1972-05-06T00:00:00Z
http://www.wikidata.org/entity/Q1208611,أتسوكو تاناكا,1962-11-14T00:00:00Z
http://www.wikidata.org/entity/Q1046207,Ai Uchikawa,1972-02-27T00:00:00Z
http://www.wikidata.org/entity/Q1323029,Minami Takayama,1964-05-05T00:00:00Z
http://www.wikidata.org/entity/Q11419644,Masato Amada,1974-11-16T00:00:00Z
http://www.wikidata.org/entity/Q11442443,Fusako Amachi,1941-01-03T00:00:00Z
http://www.wikidata.org/entity/Q1066065,Saki Fujita,1984-10-19T00:00:00Z
http://www.wikidata.org/entity/Q1049793,Hisayoshi Suganuma,1978-09-30T00:00:00Z
http://www.wikidata.org/entity/Q1063779,Atsuko Enomoto,1979-11-01T00:00:00Z
http://www.wikidata.org/entity/Q49578,يومي توما,1966-12-20T00:00:00Z
http://www.wikidata.org/entity/Q1078538,Masato Hagiwara,1971-08-21T00:00:00Z
http://www.wikidata.org/entity/Q1343697,Takashi Kondō,1979-05-12T00:00:00Z
http://www.wikidata.org/entity/Q1070519,Nami Miyahara,1978-01-24T00:00:00Z
http://www.wikidata.org/entity/Q1515571,Ilena Gwisdalla,1984-01-13T00:00:00Z
http://www.wikidata.org/entity/Q1191421,Haruna Ikezawa,1975-12-15T00:00:00Z
http://www.wikidata.org/entity/Q264348,أكيمي أوكامورا,1969-03-12T00:00:00Z
http://www.wikidata.org/entity/Q1675893,Karim El Kammouchi,1988-11-20T00:00:00Z
http://www.wikidata.org/entity/Q1192080,توموكو كانيدا,1973-05-29T00:00:00Z
http://www.wikidata.org/entity/Q2623237,ياسوهيرو تاكاتو,1968-01-23T00:00:00Z
http://www.wikidata.org/entity/Q3138640,Kyousei Tsukui,1961-03-27T00:00:00Z
http://www.wikidata.org/entity/Q3183413,أتسومي تانيزاكي,1990-09-27T00:00:00Z
http://www.wikidata.org/entity/Q2704867,Hiroki Tōchi,1966-05-22T00:00:00Z
http://www.wikidata.org/entity/Q2704867,Hiroki Tōchi,1966-05-26T00:00:00Z
http://www.wikidata.org/entity/Q2736157,Kaori Ishihara,1993-08-06T00:00:00Z
http://www.wikidata.org/entity/Q465268,Yoshiko Tanaka,1956-04-08T00:00:00Z
http://www.wikidata.org/entity/Q4696501,Ai Tokunaga,1981-03-12T00:00:00Z
http://www.wikidata.org/entity/Q9046310,Rika Tachibana,1987-02-27T00:00:00Z
http://www.wikidata.org/entity/Q11368954,Yurika Kubo,1989-05-19T00:00:00Z
http://www.wikidata.org/entity/Q2994624,Miyu Irino,1988-02-19T00:00:00Z
http://www.wikidata.org/entity/Q3136257,Hirofumi Nojima,1973-04-16T00:00:00Z
http://www.wikidata.org/entity/Q813982,ماتسوكو ديلوكس,1972-10-26T00:00:00Z
http://www.wikidata.org/entity/Q1352553,Showtaro Morikubo,1974-02-25T00:00:00Z
http://www.wikidata.org/entity/Q2213069,Mariko Kouda,1969-09-05T00:00:00Z
http://www.wikidata.org/entity/Q11385438,Haruka Yoshimura,1986-02-14T00:00:00Z
http://www.wikidata.org/entity/Q5096641,Chie Kōjiro,1960-10-17T00:00:00Z
http://www.wikidata.org/entity/Q857128,ناوكي إيمامورا,1973-07-09T00:00:00Z
http://www.wikidata.org/entity/Q873529,Kirin Kiki,1943-01-15T00:00:00Z
http://www.wikidata.org/entity/Q873810,Yutaka Matsushige,1963-01-19T00:00:00Z
http://www.wikidata.org/entity/Q2406371,Takayuki Sugō,1952-08-01T00:00:00Z
http://www.wikidata.org/entity/Q2412745,Ai Orikasa,1963-12-12T00:00:00Z
http://www.wikidata.org/entity/Q11579372,Yusuke Shirai,1986-01-18T00:00:00Z
http://www.wikidata.org/entity/Q11591879,أياكا فوكوهارا,1989-12-31T00:00:00Z
http://www.wikidata.org/entity/Q11655402,ياسوهيرو ماميا,1981-12-07T00:00:00Z
http://www.wikidata.org/entity/Q1325199,Chisa Yokoyama,1969-12-20T00:00:00Z
http://www.wikidata.org/entity/Q1351599,كوجي يوسا,1968-08-12T00:00:00Z
http://www.wikidata.org/entity/Q11395285,Nanako Mori,1988-02-13T00:00:00Z
http://www.wikidata.org/entity/Q11406719,Shōya Chiba,1995-08-29T00:00:00Z
http://www.wikidata.org/entity/Q11577466,Asami Tano,1987-02-12T00:00:00Z
http://www.wikidata.org/entity/Q2462114,Fuyuka Ōura,1978-01-13T00:00:00Z
http://www.wikidata.org/entity/Q2462810,تاكايوكي كوندو,1978-06-05T00:00:00Z
http://www.wikidata.org/entity/Q15973074,ساوري أونيشي,1992-08-06T00:00:00Z
http://www.wikidata.org/entity/Q16746698,Yoshitaka Yamaya,1992-02-15T00:00:00Z
http://www.wikidata.org/entity/Q15731322,Chinami Hashimoto,1992-01-01T00:00:00Z
http://www.wikidata.org/entity/Q16263604,هيميكا أكانيا,1994-07-16T00:00:00Z
http://www.wikidata.org/entity/Q939679,Atsushi Abe,1981-03-25T00:00:00Z
http://www.wikidata.org/entity/Q2705748,كينجي نومورا,1968-12-22T00:00:00Z
http://www.wikidata.org/entity/Q17161534,Junta Terashima,1988-08-11T00:00:00Z
http://www.wikidata.org/entity/Q18048266,جوري كيمورا,1988-06-07T00:00:00Z
http://www.wikidata.org/entity/Q22125278,"Такада, Юки",1993-03-16T00:00:00Z
http://www.wikidata.org/entity/Q3113196,Yukitoshi Hori,1952-09-12T00:00:00Z
http://www.wikidata.org/entity/Q1054660,Shinobu Ōtake,1957-07-17T00:00:00Z
http://www.wikidata.org/entity/Q2866297,Asako Dodo,1967-11-08T00:00:00Z
http://www.wikidata.org/entity/Q23948485,أزومي واكي,1994-09-08T00:00:00Z
http://www.wikidata.org/entity/Q27507360,ساياكا هارادا,1997-12-23T00:00:00Z
http://www.wikidata.org/entity/Q28193360,يوكو أونو (مؤدية أصوات),1993-11-02T00:00:00Z
http://www.wikidata.org/entity/Q28685785,Hikaru Akao,1995-06-16T00:00:00Z
http://www.wikidata.org/entity/Q3297162,Masane Tsukayama,1944-02-06T00:00:00Z
http://www.wikidata.org/entity/Q3297162,Masane Tsukayama,1944-02-26T00:00:00Z
http://www.wikidata.org/entity/Q1055604,杏,1986-04-14T00:00:00Z
http://www.wikidata.org/entity/Q23948927,Rika Kinugawa,1993-12-17T00:00:00Z
http://www.wikidata.org/entity/Q26043249,Asuna Tomari,1989-03-20T00:00:00Z
http://www.wikidata.org/entity/Q27684892,Honoka Inoue,1998-02-09T00:00:00Z
http://www.wikidata.org/entity/Q30922639,Anzu Haruno,1994-10-30T00:00:00Z
http://www.wikidata.org/entity/Q41693141,Kaori Maeda,1996-04-25T00:00:00Z
http://www.wikidata.org/entity/Q44941661,Tomomi Mineuchi,1997-12-22T00:00:00Z
http://www.wikidata.org/entity/Q4115622,Luci Christian,1973-03-18T00:00:00Z
http://www.wikidata.org/entity/Q1074004,Takako Tokiwa,1972-04-30T00:00:00Z
http://www.wikidata.org/entity/Q1136362,Mirai Moriyama,1984-08-20T00:00:00Z
http://www.wikidata.org/entity/Q3275921,Takaya Kuroda,1967-04-17T00:00:00Z
http://www.wikidata.org/entity/Q54370392,ميوري شيمابوكورو,1994-01-01T00:00:00Z
http://www.wikidata.org/entity/Q60991684,Seiji Maeda,1993-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4355802,Brittney Karbowski,1984-08-26T00:00:00Z
http://www.wikidata.org/entity/Q5095155,Chiaki Maeda,1970-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5200119,Cynthia Martinez,1975-09-15T00:00:00Z
http://www.wikidata.org/entity/Q1142313,Takako Matsu,1977-06-10T00:00:00Z
http://www.wikidata.org/entity/Q1142407,Kishō Taniyama,1975-08-11T00:00:00Z
http://www.wikidata.org/entity/Q1142547,ساتومى كوروجى,1962-11-14T00:00:00Z
http://www.wikidata.org/entity/Q1142547,ساتومى كوروجى,1966-11-14T00:00:00Z
http://www.wikidata.org/entity/Q4117050,Ayako Shiraishi,1963-04-13T00:00:00Z
http://www.wikidata.org/entity/Q4924188,ديكي ناكامورا,1962-12-15T00:00:00Z
http://www.wikidata.org/entity/Q4924188,ديكي ناكامورا,1962-12-24T00:00:00Z
http://www.wikidata.org/entity/Q5240773,David Wald,1973-05-11T00:00:00Z
http://www.wikidata.org/entity/Q5358531,Toshiharu Sakurai,1964-07-03T00:00:00Z
http://www.wikidata.org/entity/Q6166700,Jay Hickman,1973-05-23T00:00:00Z
http://www.wikidata.org/entity/Q6201941,Jin Urayama,1956-07-20T00:00:00Z
http://www.wikidata.org/entity/Q1144426,Sayaka Aoki,1972-10-19T00:00:00Z
http://www.wikidata.org/entity/Q1186502,Kujira,1961-04-01T00:00:00Z
http://www.wikidata.org/entity/Q5097278,تشيهارو تيزوكا,1974-10-27T00:00:00Z
http://www.wikidata.org/entity/Q5385908,Eri Nakao,1980-05-15T00:00:00Z
http://www.wikidata.org/entity/Q6360099,Kan Tanaka,1964-02-03T00:00:00Z
http://www.wikidata.org/entity/Q6383527,Kei Kobayashi,1976-06-30T00:00:00Z
http://www.wikidata.org/entity/Q6383634,Keiichi Sonobe,1970-12-27T00:00:00Z
http://www.wikidata.org/entity/Q6288921,Josh Grelle,1985-11-02T00:00:00Z
http://www.wikidata.org/entity/Q6386176,Kelly Manison,1967-02-23T00:00:00Z
http://www.wikidata.org/entity/Q6414769,Kira Vincent-Davis,1979-07-09T00:00:00Z
http://www.wikidata.org/entity/Q361574,Masakazu Morita,1972-10-21T00:00:00Z
http://www.wikidata.org/entity/Q6763450,Mariko Suzuki,1967-01-30T00:00:00Z
http://www.wikidata.org/entity/Q7429290,Sayori Ishizuka,1977-08-30T00:00:00Z
http://www.wikidata.org/entity/Q7850002,Tsugumi Higasayama,1978-03-21T00:00:00Z
http://www.wikidata.org/entity/Q8189014,شوتو كاشي,1968-07-25T00:00:00Z
http://www.wikidata.org/entity/Q9437833,Miki Suzuki,1980-11-17T00:00:00Z
http://www.wikidata.org/entity/Q6843521,Mie Sonozaki,1973-02-03T00:00:00Z
http://www.wikidata.org/entity/Q7436366,Scott Freeman (stemakteur),1979-06-20T00:00:00Z
http://www.wikidata.org/entity/Q7608438,Stephanie Young,1973-04-03T00:00:00Z
http://www.wikidata.org/entity/Q7677522,تاكايوكى ياماجوتشى,1975-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7820076,تومو سايكي,1973-02-02T00:00:00Z
http://www.wikidata.org/entity/Q11035745,松本忍,1973-12-18T00:00:00Z
http://www.wikidata.org/entity/Q11355084,Kaya Miyake,1985-03-02T00:00:00Z
http://www.wikidata.org/entity/Q11381748,Yūko Sumitomo,1968-07-11T00:00:00Z
http://www.wikidata.org/entity/Q11385434,Hiroto Kazuki,1945-03-15T00:00:00Z
http://www.wikidata.org/entity/Q11439284,Yū Daiki,1964-04-20T00:00:00Z
http://www.wikidata.org/entity/Q1316827,Miyoko Asō,1926-04-07T00:00:00Z
http://www.wikidata.org/entity/Q1316827,Miyoko Asō,1940-04-17T00:00:00Z
http://www.wikidata.org/entity/Q11460022,Kotori Koiwai,1990-02-15T00:00:00Z
http://www.wikidata.org/entity/Q11488861,Yukihiro Misono,1976-11-12T00:00:00Z
http://www.wikidata.org/entity/Q13560537,Jad Saxton,1979-09-27T00:00:00Z
http://www.wikidata.org/entity/Q16018174,Mike Kleinhenz,1951-11-14T00:00:00Z
http://www.wikidata.org/entity/Q1333086,Shinichi Tsutsumi,1964-07-07T00:00:00Z
http://www.wikidata.org/entity/Q549931,Yūya Uchida,1965-12-03T00:00:00Z
http://www.wikidata.org/entity/Q1749211,Tomoyuki Shimura,1963-12-12T00:00:00Z
http://www.wikidata.org/entity/Q1343946,Yūji Mitsuya,1954-10-18T00:00:00Z
http://www.wikidata.org/entity/Q1349299,Hisao Egawa,1962-09-13T00:00:00Z
http://www.wikidata.org/entity/Q455976,Fumi Hirano,1955-04-23T00:00:00Z
http://www.wikidata.org/entity/Q776151,ميغومي أوراوا,1965-11-30T00:00:00Z
http://www.wikidata.org/entity/Q996270,رومي كاساهارا,1970-03-03T00:00:00Z
http://www.wikidata.org/entity/Q996270,رومي كاساهارا,1970-03-08T00:00:00Z
http://www.wikidata.org/entity/Q1016074,أومي تينجين,1950-01-01T00:00:00Z
http://www.wikidata.org/entity/Q582913,ماسامي سوزوكي,1972-07-14T00:00:00Z
http://www.wikidata.org/entity/Q604099,إيجي تاكيموتو,1973-03-07T00:00:00Z
http://www.wikidata.org/entity/Q642027,Kazue Ikura,1959-03-23T00:00:00Z
http://www.wikidata.org/entity/Q737933,سارا ناكاياما,1974-01-29T00:00:00Z
http://www.wikidata.org/entity/Q795081,Hiromu Miyazaki,1987-05-07T00:00:00Z
http://www.wikidata.org/entity/Q844174,Mami Kingetsu,1965-04-02T00:00:00Z
http://www.wikidata.org/entity/Q2323911,يوكو كوباياشي,1961-02-06T00:00:00Z
http://www.wikidata.org/entity/Q1371708,伊藤健太郎,1974-01-03T00:00:00Z
http://www.wikidata.org/entity/Q851279,Ayuru Ōhashi,1984-04-28T00:00:00Z
http://www.wikidata.org/entity/Q2539458,Masaki Terasoma,1962-05-08T00:00:00Z
http://www.wikidata.org/entity/Q2540053,Ryō Horikawa,1958-02-01T00:00:00Z
http://www.wikidata.org/entity/Q857703,Shinichiro Ohta,1971-03-20T00:00:00Z
http://www.wikidata.org/entity/Q857764,Yūsei Oda,1969-09-19T00:00:00Z
http://www.wikidata.org/entity/Q872460,جين دومون,1972-06-22T00:00:00Z
http://www.wikidata.org/entity/Q1752760,Keiko Yamamoto,1943-08-07T00:00:00Z
http://www.wikidata.org/entity/Q2642327,Etsuko Kozakura,1962-11-22T00:00:00Z
http://www.wikidata.org/entity/Q2778788,يوتو كازاما,1970-09-30T00:00:00Z
http://www.wikidata.org/entity/Q922430,Shūichi Ikeda,1949-12-02T00:00:00Z
http://www.wikidata.org/entity/Q930909,田中一成,1967-04-08T00:00:00Z
http://www.wikidata.org/entity/Q5770530,Hiromi Murata,1965-01-30T00:00:00Z
http://www.wikidata.org/entity/Q1018736,Shigeru Shibuya,1960-07-11T00:00:00Z
http://www.wikidata.org/entity/Q5368641,ريكو كيوتشي,1968-07-10T00:00:00Z
http://www.wikidata.org/entity/Q6623885,Takahiro Yoshimizu,1968-07-31T00:00:00Z
http://www.wikidata.org/entity/Q6785711,Masuo Amada,1958-01-20T00:00:00Z
http://www.wikidata.org/entity/Q6837936,Michitaka Kobayashi,1955-08-28T00:00:00Z
http://www.wikidata.org/entity/Q933509,Hiroki Takahashi,1974-09-07T00:00:00Z
http://www.wikidata.org/entity/Q1021845,هيرواكي ميورا,1977-03-24T00:00:00Z
http://www.wikidata.org/entity/Q1021850,Yūsuke Numata,1968-06-10T00:00:00Z
http://www.wikidata.org/entity/Q6912627,تايشى ناكاجاوا,1998-06-14T00:00:00Z
http://www.wikidata.org/entity/Q7497766,Shinshū Fuji,1965-08-01T00:00:00Z
http://www.wikidata.org/entity/Q6964660,Naomi Kusumi,1954-06-17T00:00:00Z
http://www.wikidata.org/entity/Q7051312,Norio Imamura,1954-04-17T00:00:00Z
http://www.wikidata.org/entity/Q7496396,Shigeru Ushiyama,1952-01-25T00:00:00Z
http://www.wikidata.org/entity/Q9013814,Ryūji Nakagi,1936-10-24T00:00:00Z
http://www.wikidata.org/entity/Q9132826,Yū Shimamura,1985-04-18T00:00:00Z
http://www.wikidata.org/entity/Q9321605,نوبواكي فوكودا,1950-12-18T00:00:00Z
http://www.wikidata.org/entity/Q11259379,Tasuku Emoto,1986-12-16T00:00:00Z
http://www.wikidata.org/entity/Q11365939,Ikuji Nakamura,1953-12-21T00:00:00Z
http://www.wikidata.org/entity/Q7505133,Shunsuke Sakuya,1965-05-20T00:00:00Z
http://www.wikidata.org/entity/Q7678436,Takkō Ishimori,1932-01-11T00:00:00Z
http://www.wikidata.org/entity/Q2311661,Takeshi Kusao,1965-11-20T00:00:00Z
http://www.wikidata.org/entity/Q1021889,Masaya Takatsuka,1969-08-15T00:00:00Z
http://www.wikidata.org/entity/Q1028227,Yutaka Aoyama,1965-01-30T00:00:00Z
http://www.wikidata.org/entity/Q11390619,Yūichi Yasoda,1965-05-25T00:00:00Z
http://www.wikidata.org/entity/Q11428458,Nobuo Tsukamoto,1933-05-07T00:00:00Z
http://www.wikidata.org/entity/Q11470907,Atsushi Yamanishi,1962-12-12T00:00:00Z
http://www.wikidata.org/entity/Q7820165,Tomoko Naka,1963-03-22T00:00:00Z
http://www.wikidata.org/entity/Q1040866,Yuriko Yamamoto,1959-02-13T00:00:00Z
http://www.wikidata.org/entity/Q1043889,Mahito Ōba,1961-03-04T00:00:00Z
http://www.wikidata.org/entity/Q1048956,Yasuhiko Kawazu,1966-01-21T00:00:00Z
http://www.wikidata.org/entity/Q2370350,Takashi Taniguchi,1947-07-05T00:00:00Z
http://www.wikidata.org/entity/Q2405440,مينورى ماتسوشيما,1940-12-01T00:00:00Z
http://www.wikidata.org/entity/Q1060217,أكيمي ساتو,1980-05-16T00:00:00Z
